"Date/Time","Internal Natural vent.","Mech Vent + Nat Vent + Infiltration","External Infiltration","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Computer + Equip","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","ac/h","kW","%","","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","0","0.4962067","-25.44704","35.75069","-1.726703","50.10064","0","0","0","0","50.10064","0","17","15.8107","16.40535","0","0","0","58.94193","58.94193","0","9.0625",
"01.01.2002 02:00:00","0","0.5084593","-27.36434","36.13573","-1.730342","53.11657","0","0","0","0","53.11657","0","17","15.76741","16.38371","0","0","0","62.49008","62.49008","0","8.675",
"01.01.2002 03:00:00","0","0.5201852","-28.66725","36.64194","-1.731803","55.40589","0","0","0","0","55.4059","0","17","15.72847","16.36423","0","0","0","65.18341","65.18341","0","8.475",
"01.01.2002 04:00:00","0","0.5289401","-29.61759","36.76364","-1.734572","57.256","0","0","0","0","57.256","0","17","15.69227","16.34614","0","0","0","67.36","67.36","0","8.3375",
"01.01.2002 05:00:00","0","0.5342878","-30.2614","36.58146","-1.738648","58.76097","0","0","0","0","58.76097","0","17","15.65857","16.32928","0","0","0","69.13055","69.13055","0","8.2375",
"01.01.2002 06:00:00","0","0.5373561","-30.78145","36.24071","-1.744008","60.13236","0","0","0","0","60.13236","0","17","15.62497","16.31248","0","0","0","70.74397","70.74397","0","8.1375",
"01.01.2002 07:00:00","0","0.5389392","-31.00234","36.02681","-1.748195","61.08605","0","0","0","0","61.08606","0","17","15.59589","16.29795","0","0","0","71.86594","71.86594","0","8.1",
"01.01.2002 08:00:00","0","0.5400715","-31.067","35.67032","-1.75297","61.93805","0","0","0","0","61.93805","0","17","15.56526","16.28263","0","0","0","72.86829","72.86829","0","8.1",
"01.01.2002 09:00:00","0","0.5329442","-30.22818","35.34924","-1.741431","58.47505","0","0","0","19.42355","58.47505","0","17","15.69052","16.34526","0","0","0","68.79417","68.79417","0","8.225",
"01.01.2002 10:00:00","0","0.4942333","-25.23855","35.37757","-1.650636","36.95788","0","0","0","96.37167","36.95788","0","17","16.54817","16.77408","0","0","0","43.47985","43.47985","0","9.1125",
"01.01.2002 11:00:00","-0.089982","0.443984","-19.12457","35.4678","-1.621732","24.27254","0","0","0","87.67865","24.27254","0","17.00968","16.80991","16.9098","0","0","0","28.55592","28.55592","0","10.35",
"01.01.2002 12:00:00","-0.998957","0.396042","-14.15445","34.95399","-1.581648","16.59188","0","0","0","101.6319","16.59188","0","17.12777","17.08211","17.10494","0","0","0","19.51986","19.51986","0","11.4875",
"01.01.2002 13:00:00","-1.278157","0.3578825","-10.81863","34.62715","-1.554546","10.17311","0","0","0","100.6636","10.17311","0","17.17622","17.24636","17.21129","0","0","0","11.96836","11.96836","0","12.3375",
"01.01.2002 14:00:00","-1.107658","0.3350106","-9.144458","34.48882","-1.555322","7.864606","0","0","0","89.16502","7.864606","0","17.16314","17.25638","17.20976","0","0","0","9.252478","9.252478","0","12.7875",
"01.01.2002 15:00:00","-0.637539","0.3257868","-8.651498","34.55434","-1.578797","8.532516","0","0","0","66.44975","8.53253","0","17.09414","17.10438","17.09926","0","0","0","10.03825","10.03825","0","12.9",
"01.01.2002 16:00:00","-0.146826","0.3343083","-9.554109","34.90754","-1.603368","10.58038","0","0","0","53.74551","10.58079","0","17.01928","16.97115","16.99521","0","0","0","12.4475","12.4475","0","12.5875",
"01.01.2002 17:00:00","0","0.3612287","-11.78191","35.54434","-1.659583","23.22693","0","0","0","4.879107","23.22693","0","17","16.46315","16.73158","0","0","0","27.3258","27.3258","0","11.9625",
"01.01.2002 18:00:00","0","0.3861576","-13.85895","36.37183","-1.683451","29.9034","0","0","0","0","29.9034","0","17","16.20255","16.60128","0","0","0","35.18047","35.18047","0","11.45",
"01.01.2002 19:00:00","0","0.4043359","-15.3855","37.12903","-1.691615","33.62124","0","0","0","0","33.62124","0","17","16.08871","16.54436","0","0","0","39.5544","39.5544","0","11.1125",
"01.01.2002 20:00:00","0","0.4205353","-16.81121","37.62027","-1.696014","36.36612","0","0","0","0","36.36612","0","17","16.02237","16.51118","0","0","0","42.78366","42.78366","0","10.8125",
"01.01.2002 21:00:00","0","0.4350237","-18.22713","37.98977","-1.699187","38.82739","0","0","0","0","38.82739","0","17","15.97405","16.48703","0","0","0","45.67928","45.67928","0","10.5125",
"01.01.2002 22:00:00","0","0.4501721","-19.72656","38.09487","-1.702774","41.31507","0","0","0","0","41.31507","0","17","15.93124","16.46562","0","0","0","48.60597","48.60597","0","10.2125",
"01.01.2002 23:00:00","0","0.4693735","-21.46994","37.55696","-1.709306","44.22452","0","0","0","0","44.22452","0","17","15.8844","16.4422","0","0","0","52.02885","52.02885","0","9.9125",
"02.01.2002","0","0.4817149","-22.95633","36.34163","-1.719285","46.73363","0","0","0","0","46.73363","0","17","15.84261","16.4213","0","0","0","54.98074","54.98074","0","9.6125",
"02.01.2002 01:00:00","0","0.4966206","-25.02246","35.36693","-1.728561","46.83902","0","3.743974","0","0","46.83902","0","17","15.80302","16.40151","3.743976","0","3.743976","55.10472","55.10472","0","9.1875",
"02.01.2002 02:00:00","0","0.5184856","-27.7862","34.51735","-1.738177","50.97949","0","3.743974","0","0","50.97949","0","17","15.75169","16.37584","3.743976","0","3.743976","59.97587","59.97587","0","8.6875",
"02.01.2002 03:00:00","0","0.5379158","-30.54819","33.79744","-1.747391","55.10477","0","3.743974","0","0","55.10477","0","17","15.70041","16.3502","3.743976","0","3.743976","64.82915","64.82915","0","8.1875",
"02.01.2002 04:00:00","0","0.5527303","-32.71255","33.41604","-1.754455","58.47774","0","3.743974","0","0","58.47774","0","17","15.65446","16.32723","3.743976","0","3.743976","68.79733","68.79733","0","7.8125",
"02.01.2002 05:00:00","0","0.5633738","-34.42107","33.29023","-1.759986","61.28238","0","3.743974","0","0","61.28238","0","17","15.61256","16.30628","3.743976","0","3.743976","72.09692","72.09692","0","7.5125",
"02.01.2002 06:00:00","0.074327","0.7110643","-61.99478","26.21689","-1.340173","232.1602","0","3.743974","0","0","224.583","0","20.91547","16.01084","18.46316","3.743976","0","3.743976","273.1296","273.1296","0","7.2125",
"02.01.2002 07:00:00","-0.00001","0.7280499","-64.79333","26.26691","-1.156822","195.3895","0","3.743974","0","0","195.3893","0","21","16.4106","18.7053","3.743976","0","3.743976","229.87","229.87","0","6.975",
"02.01.2002 08:00:00","0","0.8768703","-66.47112","26.50288","-1.112087","154.9928","85.04169","7.487948","6.235804","0","142.3519","0","21","16.82096","18.91048","7.487946","85.04169","102.1738","182.3444","182.3444","9.644143","6.775",
"02.01.2002 09:00:00","0","1.022709","-67.30125","26.6016","-1.083584","149.4284","85.04169","14.9759","12.47161","3.7074","124.0301","0","21","17.0803","19.04015","14.9759","85.04169","119.3059","175.7981","175.7981","19.28829","6.7",
"02.01.2002 10:00:00","0","1.154285","-65.61378","26.75551","-1.051648","139.866","85.04169","22.46384","18.70741","19.58544","102.2485","0","21","17.3808","19.1904","22.46384","85.04169","136.438","164.5482","164.5482","28.93243","6.8875",
"02.01.2002 11:00:00","0","1.281594","-62.75763","27.74624","-1.013926","128.1604","85.04169","29.95179","24.94322","32.84231","79.2716","0","21","17.68767","19.34383","29.95179","85.04169","153.5701","150.777","150.777","38.57658","7.25",
"02.01.2002 12:00:00","0","1.272308","-60.67374","28.79997","-0.983058","118.1655","85.04169","29.95179","24.94322","37.01658","70.24306","0","21","17.90457","19.45228","29.95179","85.04169","153.5701","139.0182","139.0182","38.57658","7.525",
"02.01.2002 13:00:00","0","0.9917227","-60.35022","29.26652","-0.973896","112.7082","85.04169","14.9759","12.47161","30.20626","88.88957","0","21","17.94536","19.47268","14.9759","85.04169","119.3059","132.5979","132.5979","19.28829","7.6",
"02.01.2002 14:00:00","0","1.133009","-60.42065","29.18632","-0.9682498","112.3866","85.04169","22.46384","18.70741","27.66208","76.65917","0","21","18.0007","19.50035","22.46384","85.04169","136.438","132.2195","132.2195","28.93243","7.6",
"02.01.2002 15:00:00","0","1.273658","-60.73767","29.55205","-0.9615722","112.6803","85.04169","29.95179","24.94322","22.97751","64.82533","-0.0306511","21","18.05168","19.52584","29.95179","85.04169","153.5701","132.565","132.565","38.57658","7.5375",
"02.01.2002 16:00:00","0","1.277412","-61.53239","30.37569","-0.9593238","114.222","85.04169","29.95179","24.94322","12.45756","65.99065","-0.0175786","21","18.02609","19.51305","29.95179","85.04169","153.5701","134.3789","134.3789","38.57658","7.4375",
"02.01.2002 17:00:00","0","1.004912","-63.31937","30.63439","-0.9682068","115.6968","85.04169","14.9759","12.47161","1.444111","91.17664","0","21","17.92106","19.46053","14.9759","85.04169","119.3059","136.1138","136.1138","19.28829","7.2125",
"02.01.2002 18:00:00","0","0.8715047","-65.63821","30.7424","-0.9729851","117.5065","85.04169","7.487948","6.235804","0","104.9084","0","21","17.87733","19.43867","7.487946","85.04169","102.1738","138.2429","138.2429","9.644143","6.85",
"02.01.2002 19:00:00","0","0.7464519","-69.23257","31.17109","-0.9942374","123.8747","85.04169","3.743974","0","0","123.8747","0","21","17.65787","19.32894","3.743976","85.04169","88.78568","145.7349","145.7349","0","6.3875",
"02.01.2002 20:00:00","-4.682421","0.6608428","-47.5847","37.81509","-1.329632","31.47016","0","3.743974","0","0","31.50912","0","17.93669","17.10177","17.51923","3.743976","0","3.743976","37.02372","37.02372","0","6.2",
"02.01.2002 21:00:00","-0.4911","0.6198115","-43.85168","40.04565","-1.588435","50.63115","0","3.743974","0","0","50.63247","0","17.05541","16.74981","16.90261","3.743976","0","3.743976","59.56606","59.56606","0","6.0125",
"02.01.2002 22:00:00","0","0.6228355","-45.29049","41.41507","-1.623978","56.68789","0","3.743974","0","0","56.68788","0","17","16.53878","16.76939","3.743976","0","3.743976","66.69163","66.69163","0","5.7125",
