"Date/Time","Internal Natural vent.","Mech Vent + Nat Vent + Infiltration","External Infiltration","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Miscellaneous","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","Outside Dry-Bulb Temperature",
,"kW","ac/h","kW","%","","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","0","0.7140971","-11.0152","40.05385","-0.5573242","24.59148","0","24.04968","9.667961","0","1.055365","-2.476041","16","15.36134","15.68067","24.04969","0","24.04969","28.93116","28.93116","9.0625",
"01.01.2002 02:00:00","0","0.7208428","-12.02579","41.24497","-0.5542064","27.15313","0","24.04968","9.667961","0","1.860427","-2.180543","16","15.35662","15.67831","24.04969","0","24.04969","31.94487","31.94487","8.675",
"01.01.2002 03:00:00","0","0.7267722","-12.68506","41.82615","-0.5518142","28.67027","0","24.04968","9.667961","0","2.416462","-1.96267","16","15.35106","15.67553","24.04969","0","24.04969","33.72973","33.72973","8.475",
"01.01.2002 04:00:00","0","0.730261","-13.11757","41.52188","-0.5528113","29.74708","0","24.04968","9.667961","0","2.814346","-1.793924","16","15.34449","15.67225","24.04969","0","24.04969","34.99657","34.99657","8.3375",
"01.01.2002 05:00:00","0","0.7323289","-13.41111","41.06278","-0.5547656","30.57335","0","24.04968","9.667961","0","3.138213","-1.662066","16","15.33692","15.66846","24.04969","0","24.04969","35.96865","35.96865","8.2375",
"01.01.2002 06:00:00","0","0.7335798","-13.65941","40.65334","-0.5569689","31.3817","0","24.04968","9.667961","0","3.447324","-1.539442","16","15.32835","15.66418","24.04969","0","24.04969","36.91965","36.91965","8.1375",
"01.01.2002 07:00:00","0","0.7341675","-13.75972","40.54464","-0.557972","31.82155","0","24.04968","9.667961","0","3.675207","-1.465131","16","15.31904","15.65952","24.04969","0","24.04969","37.43712","37.43712","8.1",
"01.01.2002 08:00:00","0","0.7344074","-13.77631","40.08198","-0.5599685","32.07056","0","24.04968","9.667961","0","3.861703","-1.396976","16","15.30843","15.65421","24.04969","0","24.04969","37.73008","37.73008","8.1",
"01.01.2002 09:00:00","0","0.7300803","-13.30914","39.7463","-0.5603449","30.79851","0","24.04968","9.667961","3.507734","3.312398","-1.654999","16","15.3244","15.6622","24.04969","0","24.04969","36.23355","36.23355","8.225",
"01.01.2002 10:00:00","0","0.7091052","-10.72972","40.04238","-0.551798","22.5545","0","24.04968","9.667961","14.86937","0.390261","-3.657412","16","15.44127","15.72063","24.04969","0","24.04969","26.5347","26.5347","9.1125",
"01.01.2002 11:00:00","0","0.6828529","-7.691569","40.2775","-0.5452505","13.35674","0","24.04968","9.667961","18.78178","0","-7.824565","16","15.51771","15.75885","24.04969","0","24.04969","15.71381","15.71381","10.35",
"01.01.2002 12:00:00","0.013448","0.65644","-5.270492","39.77806","-0.5397826","5.225811","0","24.04968","9.667733","24.77745","0","-11.71699","16.0066","15.61552","15.81106","24.04969","0","24.04969","6.148013","6.148013","11.4875",
"01.01.2002 13:00:00","0.197782","0.6371521","-3.923558","39.33123","-0.5296659","2.577088","0","24.04968","9.639671","25.22253","0","-11.59536","16.11746","15.67658","15.89702","24.04969","0","24.04969","3.031868","3.031868","12.3375",
"01.01.2002 14:00:00","0.370275","0.6313046","-3.489423","39.03641","-0.5165394","1.811407","0","24.04968","9.591134","22.8599","0","-11.11531","16.23511","15.69843","15.96677","24.04969","0","24.04969","2.131067","2.131067","12.7875",
"01.01.2002 15:00:00","0.401848","0.6308236","-3.395775","39.0755","-0.5160816","2.114013","0","24.04968","9.575492","15.04439","0","-10.46852","16.25578","15.64865","15.95222","24.04969","0","24.04969","2.487074","2.487074","12.9",
"01.01.2002 16:00:00","0.342912","0.6385833","-3.834367","39.71862","-0.5219268","3.101269","0","24.04968","9.587488","9.657681","0","-10.45629","16.20291","15.58721","15.89506","24.04969","0","24.04969","3.648552","3.648552","12.5875",
"01.01.2002 17:00:00","0.115311","0.651891","-4.648802","41.10292","-0.5376531","5.265423","0","24.04968","9.632912","0.7700054","8.911059E-02","-10.18625","16.05833","15.47251","15.76542","24.04969","0","24.04969","6.194615","6.194615","11.9625",
"01.01.2002 18:00:00","0.000061","0.6637444","-5.504246","42.27985","-0.5466945","9.249707","0","24.04968","9.667782","0","0.5136062","-8.332969","16.00002","15.41219","15.70611","24.04969","0","24.04969","10.88201","10.88201","11.45",
"01.01.2002 19:00:00","0","0.6727281","-6.231196","42.88261","-0.5459796","11.70043","0","24.04968","9.667961","0","0.6956578","-7.330104","16","15.38726","15.69363","24.04969","0","24.04969","13.76521","13.76521","11.1125",
"01.01.2002 20:00:00","0","0.6791602","-6.85581","43.03157","-0.5460894","13.66192","0","24.04968","9.667961","0","0.7384878","-6.536842","16","15.37604","15.68802","24.04969","0","24.04969","16.07285","16.07285","10.8125",
"01.01.2002 21:00:00","0","0.6857399","-7.514704","43.22412","-0.5458047","15.51947","0","24.04968","9.667961","0","0.7132202","-5.779707","16","15.37107","15.68553","24.04969","0","24.04969","18.2582","18.2582","10.5125",
"01.01.2002 22:00:00","0","0.6931148","-8.237597","43.10696","-0.5459536","17.39173","0","24.04968","9.667961","0","0.6632928","-4.978759","16","15.36836","15.68418","24.04969","0","24.04969","20.46086","20.46086","10.2125",
"01.01.2002 23:00:00","0","0.7021003","-9.070383","42.02232","-0.5487123","19.39245","0","24.04968","9.667961","0","0.623948","-4.049174","16","15.36516","15.68258","24.04969","0","24.04969","22.81465","22.81465","9.9125",
"02.01.2002","0","0.7071813","-9.75802","40.23261","-0.5549823","21.2315","0","24.04968","9.667961","0","0.5822418","-3.287529","16","15.36251","15.68125","24.04969","0","24.04969","24.97823","24.97823","9.6125",
"02.01.2002 01:00:00","0","0.7148966","-10.79702","39.40474","-0.5586591","23.93156","0","24.04968","9.667961","0","0.9241353","-2.521065","16","15.35887","15.67944","24.04969","0","24.04969","28.15477","28.15477","9.1875",
"02.01.2002 02:00:00","0","0.7265373","-12.21907","38.68555","-0.5613578","27.37073","0","24.04968","9.667961","0","2.033783","-2.058337","16","15.35252","15.67626","24.04969","0","24.04969","32.20087","32.20087","8.6875",
"02.01.2002 03:00:00","0","0.7372136","-13.66932","37.97553","-0.5644535","30.86489","0","24.04968","9.667961","0","3.185936","-1.588428","16","15.34513","15.67256","24.04969","0","24.04969","36.31164","36.31164","8.1875",
"02.01.2002 04:00:00","0","0.7447782","-14.77591","37.72232","-0.566133","33.55444","0","24.04968","9.667961","0","4.105711","-1.223962","16","15.33722","15.66861","24.04969","0","24.04969","39.47581","39.47581","7.8125",
"02.01.2002 05:00:00","0.015115","0.7904307","-22.18926","33.16526","-0.4229315","96.3012","0","24.04968","9.113213","0","66.11872","-11.79171","18.05317","15.48046","16.76681","24.04969","0","24.04969","113.2955","113.2955","7.5125",
"02.01.2002 06:00:00","0","1.55749","-23.21709","34.18017","-0.3540288","86.05261","64.93415","60.12421","22.32074","0","7.904812E-02","-15.09643","18","15.88813","16.94407","60.12421","64.93415","125.0584","101.2384","101.2384","7.2125",
"02.01.2002 07:00:00","0","2.32425","-24.19629","34.99047","-0.3383925","120.9098","32.46708","96.19874","35.71319","0","0","-44.37722","18","16.06091","17.03046","96.19874","32.46708","128.6658","142.2468","142.2468","6.975",
"02.01.2002 08:00:00","0","2.836057","-24.99496","34.76036","-0.3291408","137.7881","32.46708","120.2484","44.64148","0","0","-72.55579","18","16.19359","17.09679","120.2484","32.46708","152.7155","162.1037","162.1037","6.775",
"02.01.2002 09:00:00","0","2.837756","-25.29408","33.7767","-0.3254869","136.7957","32.46708","120.2484","44.64148","0.6300941","0","-74.89853","18","16.2914","17.1457","120.2484","32.46708","152.7155","160.9361","160.9361","6.7",
"02.01.2002 10:00:00","0","2.325104","-24.37802","33.59692","-0.3239567","114.4611","32.46708","96.19874","35.71319","3.324426","0","-52.09829","18","16.35219","17.1761","96.19874","32.46708","128.6658","134.6601","134.6601","6.8875",
"02.01.2002 11:00:00","0","2.826344","-22.99669","35.13371","-0.3111074","119.8587","32.46708","120.2484","44.64148","5.720226","0","-81.62534","18","16.4593","17.22965","120.2484","32.46708","152.7155","141.0102","141.0102","7.25",
"02.01.2002 12:00:00","0","1.552406","-21.95222","35.79803","-0.3082505","78.95729","32.46708","60.12421","22.32074","6.461888","0","-19.21995","18","16.45513","17.22757","60.12421","32.46708","92.59129","92.89094","92.89094","7.525",
"02.01.2002 13:00:00","0","2.314896","-21.81424","36.40888","-0.3020894","97.28048","32.46708","96.19874","35.71319","5.161566","0","-58.70284","18","16.50628","17.25314","96.19874","32.46708","128.6658","114.4476","114.4476","7.6",
"02.01.2002 14:00:00","0","2.824052","-21.94503","36.19759","-0.296745","108.9976","32.46708","120.2484","44.64148","4.714095","0","-85.9787","18","16.58841","17.2942","120.2484","32.46708","152.7155","128.2324","128.2324","7.6",
"02.01.2002 15:00:00","0","2.824249","-22.1287","36.75158","-0.2920691","109.0569","32.46708","120.2484","44.64148","3.918923","0","-87.1264","18","16.64363","17.32182","120.2484","32.46708","152.7155","128.3023","128.3023","7.5375",
"02.01.2002 16:00:00","0","2.319312","-22.56688","37.78354","-0.2881081","97.29458","32.46708","96.19874","35.71319","2.119454","0","-61.18394","18","16.63817","17.31908","96.19874","32.46708","128.6658","114.4642","114.4642","7.4375",
"02.01.2002 17:00:00","0","2.3237","-23.43614","38.13278","-0.2866924","101.6364","32.46708","96.19874","35.71319","0.2451148","0","-60.22966","18","16.63465","17.31732","96.19874","32.46708","128.6658","119.5722","119.5722","7.2125",
"02.01.2002 18:00:00","0","2.32865","-24.63698","39.46181","-0.2826082","108.001","32.46708","96.19874","35.71319","0","0","-59.38147","18","16.64882","17.32441","96.19874","32.46708","128.6658","127.06","127.06","6.85",
"02.01.2002 19:00:00","0","1.577617","-26.54488","41.10063","-0.2724167","76.634","64.93415","60.12421","22.32074","0","0","-32.34478","18","16.68148","17.34074","60.12421","64.93415","125.0584","90.15764","90.15764","6.3875",
"02.01.2002 20:00:00","0","1.581583","-27.36849","40.42759","-0.2700973","77.92136","64.93415","60.12421","22.32074","0","0","-32.78914","18","16.73146","17.36573","60.12421","64.93415","125.0584","91.67219","91.67219","6.2",
"02.01.2002 21:00:00","0","1.581223","-27.80463","40.61581","-0.2676538","78.49854","64.93415","60.12421","22.32074","0","0","-34.01513","18","16.7906","17.3953","60.12421","64.93415","125.0584","92.35123","92.35123","6.0125",
"02.01.2002 22:00:00","0","1.585964","-28.9088","43.23666","-0.256419","81.74429","64.93415","60.12421","22.32074","0","0","-33.66108","18","16.82516","17.41258","60.12421","64.93415","125.0584","96.16975","96.16975","5.7125",
"02.01.2002 23:00:00","-0.651128","0.8049228","-24.47503","48.67528","-0.3675056","15.69845","0","24.04968","9.434523","0","3.132492","-28.74644","16.40716","16.49319","16.45017","24.04969","0","24.04969","18.46876","18.46876","5.4125",
"03.01.2002","-0.000008","0.7995268","-24.05532","49.17117","-0.4673937","37.84575","0","24.04968","9.667948","0","4.916491","-7.962217","16","16.2082","16.1041","24.04969","0","24.04969","44.5244","44.5244","5.1125",
"03.01.2002 01:00:00","0","0.8022087","-24.68316","48.77308","-0.4787666","41.69274","0","24.04968","9.667961","0","6.570704","-6.424389","16","16.06854","16.03427","24.04969","0","24.04969","49.05029","49.05029","4.9375",
"03.01.2002 02:00:00","0","0.8023096","-24.79515","48.49679","-0.4860628","43.94486","0","24.04968","9.667961","0","7.338564","-5.078522","16","15.97749","15.98875","24.04969","0","24.04969","51.69984","51.69984","4.9",
"03.01.2002 03:00:00","0","0.8030995","-25.0198","48.30879","-0.4915201","45.96267","0","24.04968","9.667961","0","8.012181","-3.966036","16","15.90798","15.95399","24.04969","0","24.04969","54.07373","54.07373","4.8375",
"03.01.2002 04:00:00","0","0.8033417","-25.14342","48.11434","-0.4962035","47.53151","0","24.04968","9.667961","0","8.509003","-3.032967","16","15.8499","15.92495","24.04969","0","24.04969","55.91942","55.91942","4.8",
"03.01.2002 05:00:00","-0.02965","0.8403848","-32.86148","42.22804","-0.3581297","107.1227","0","24.04968","9.113213","0","66.52705","-11.63129","18.04254","15.93536","16.98895","24.04969","0","24.04969","126.0267","126.0267","4.8",
"03.01.2002 06:00:00","0","1.599413","-32.56205","42.84824","-0.2930298","107.1256","64.93415","60.12421","22.32074","0","3.287461","-19.50719","18","16.29241","17.14621","60.12421","64.93415","125.0584","126.0301","126.0301","4.8625",
"03.01.2002 07:00:00","0","2.358533","-32.47644","43.44458","-0.280954","151.6068","32.46708","96.19874","35.71319","0","0","-45.19271","18","16.42902","17.21451","96.19874","32.46708","128.6658","178.361","178.361","4.9",
"03.01.2002 08:00:00","0","2.864588","-32.54815","43.22111","-0.2739649","173.0547","32.46708","120.2484","44.64148","0","0","-72.92624","18","16.53034","17.26517","120.2484","32.46708","152.7155","203.5938","203.5938","4.9",
"03.01.2002 09:00:00","0","2.85853","-31.45187","42.70041","-0.2689708","164.8301","32.46708","120.2484","44.64148","4.760808","0","-76.43237","18","16.63254","17.31627","120.2484","32.46708","152.7155","193.9178","193.9178","5.15",
"03.01.2002 10:00:00","0","2.321418","-25.20439","42.52791","-0.2578721","109.1162","32.46708","96.19874","35.71319","18.95863","0","-60.98875","18","16.80557","17.40279","96.19874","32.46708","128.6658","128.372","128.372","6.675",
"03.01.2002 11:00:00","0","2.789057","-18.41043","41.54062","-0.248791","80.7458","32.46708","120.2484","44.64148","22.76303","0","-96.42239","18","16.96601","17.48301","120.2484","32.46708","152.7155","94.99505","94.99505","8.5625",
"03.01.2002 12:00:00","0","1.492704","-13.58304","39.72663","-0.2540678","35.84246","32.46708","60.12421","22.32074","24.67888","0","-38.51048","18","16.99745","17.49873","60.12421","32.46708","92.59129","42.16761","42.16761","10.075",
"03.01.2002 13:00:00","0.000039","2.225698","-10.54856","39.19339","-0.2506722","21.16715","32.46708","96.19874","35.71319","25.76963","0","-81.48404","18.00003","17.08663","17.54333","96.19874","32.46708","128.6658","24.90252","24.90252","11.1625",
"03.01.2002 14:00:00","0.02361","2.713218","-8.814731","39.39639","-0.2381384","4.022365","32.46708","120.2484","44.62588","32.35893","0","-111.3155","18.01997","17.26007","17.64002","120.2484","32.46708","152.7155","4.732194","4.732194","11.875",
"03.01.2002 15:00:00","0.110459","2.716246","-8.458651","39.60651","-0.2207563","0","32.46708","120.2484","44.45742","30.70063","0","-111.734","18.11443","17.36387","17.73915","120.2484","32.46708","152.7155","0","0","12.1625",
"03.01.2002 16:00:00","0.037777","2.219851","-9.194903","38.30598","-0.2324501","4.985309","32.46708","96.19874","35.61009","18.02749","0","-87.27183","18.03255","17.28318","17.65786","96.19874","32.46708","128.6658","5.86507","5.86507","11.8875",
"03.01.2002 17:00:00","0.000093","2.238311","-11.60536","36.41585","-0.2591878","24.57981","32.46708","96.19874","35.7125","1.489862","0","-81.18969","18.00008","17.10131","17.55069","96.19874","32.46708","128.6658","28.91743","28.91743","10.95",
"03.01.2002 18:00:00","0","2.256366","-14.13942","36.05143","-0.2664938","41.69136","32.46708","96.19874","35.71318","0","0","-77.36591","18","17.03348","17.51674","96.19874","32.46708","128.6658","49.04866","49.04866","10.0625",
"03.01.2002 19:00:00","0","1.511961","-16.04747","36.236","-0.2639979","29.59303","64.93415","60.12421","22.32074","0","0","-50.79943","18","17.06429","17.53215","60.12421","64.93415","125.0584","34.81533","34.81533","9.425",
"03.01.2002 20:00:00","0","1.525491","-18.22762","36.27999","-0.2606979","37.18954","64.93415","60.12421","22.32074","0","0","-49.40714","18","17.09951","17.54976","60.12421","64.93415","125.0584","43.7524","43.7524","8.7625",
"03.01.2002 21:00:00","0","1.538175","-20.56631","35.70352","-0.260664","45.3548","64.93415","60.12421","22.32074","0","0","-47.79041","18","17.13202","17.56601","60.12421","64.93415","125.0584","53.3586","53.3586","8.0625",
"03.01.2002 22:00:00","0","1.550957","-23.03717","35.70047","-0.2587991","53.68095","64.93415","60.12421","22.32074","0","0","-46.02227","18","17.16403","17.58202","60.12421","64.93415","125.0584","63.15405","63.15405","7.3625",
"03.01.2002 23:00:00","-0.539518","0.7793858","-20.16776","39.19","-0.3754779","5.495605","0","24.04968","9.405478","0","0.6993103","-31.8175","16.42604","16.83871","16.63238","24.04969","0","24.04969","6.465418","6.465418","6.6625",
"04.01.2002","-0.003168","0.782402","-21.23144","39.64878","-0.4734556","24.51611","0","24.04968","9.661053","0","0.6643319","-13.7756","16.00094","16.55204","16.27649","24.04969","0","24.04969","28.84247","28.84247","5.9625",
"04.01.2002 01:00:00","0","0.7987849","-24.32757","38.59465","-0.487667","33.82671","0","24.04968","9.667961","0","3.925386","-10.79404","16","16.41461","16.2073","24.04969","0","24.04969","39.79612","39.79612","5.1375",
"04.01.2002 02:00:00","0","0.8187948","-28.42766","36.8618","-0.4992819","43.7716","0","24.04968","9.667961","0","7.665055","-8.404322","16","16.32464","16.16232","24.04969","0","24.04969","51.496","51.496","4.1125",
"04.01.2002 03:00:00","0","0.8385269","-32.83921","34.96459","-0.5104113","53.61516","0","24.04968","9.667961","0","11.42356","-6.177479","16","16.25335","16.12668","24.04969","0","24.04969","63.07666","63.07666","3.075",
"04.01.2002 04:00:00","0","0.8517427","-36.11455","33.13037","-0.5209579","61.01507","0","24.04968","9.667961","0","14.26425","-4.410575","16","16.19333","16.09666","24.04969","0","24.04969","71.78243","71.78243","2.325",
"04.01.2002 05:00:00","-0.074396","0.8969666","-47.85654","28.38277","-0.3877185","125.6428","0","24.04968","9.113213","0","74.62566","-12.52559","18.0338","16.27069","17.15224","24.04969","0","24.04969","147.815","147.815","1.725",
"04.01.2002 06:00:00","0","1.662276","-50.90422","28.39455","-0.3241517","151.7629","64.93415","60.12421","22.32074","0","14.08403","-20.16248","18","16.61942","17.30971","60.12421","64.93415","125.0584","178.5446","178.5446","1.125",
"04.01.2002 07:00:00","0","2.424741","-53.42527","28.06353","-0.3158394","227.6339","32.46708","96.19874","35.71319","0","6.883667","-38.86635","18","16.75105","17.37553","96.19874","32.46708","128.6658","267.8046","267.8046","0.65",
"04.01.2002 08:00:00","0","2.933809","-55.5484","27.59673","-0.311047","274.7176","32.46708","120.2484","44.64148","0","0","-57.25496","18","16.84608","17.42304","120.2484","32.46708","152.7155","323.1971","323.1971","0.25",
"04.01.2002 09:00:00","0","2.934285","-55.92786","27.49143","-0.3051666","274.6547","32.46708","120.2484","44.64148","5.288261","0","-58.96127","18","16.94421","17.47211","120.2484","32.46708","152.7155","323.1232","323.1232","0.1625",
"04.01.2002 10:00:00","0","2.41145","-50.17593","28.16394","-0.2898825","208.3381","32.46708","96.19874","35.71319","22.6606","2.619627","-45.71636","18","17.13917","17.56959","96.19874","32.46708","128.6658","245.1036","245.1036","1.2",
"04.01.2002 11:00:00","0","2.885201","-42.07264","29.43905","-0.2707531","203.5916","32.46708","120.2484","44.64148","31.0899","0","-80.86043","18","17.34612","17.67306","120.2484","32.46708","152.7155","239.5195","239.5195","2.8",
"04.01.2002 12:00:00","0","1.601976","-35.31387","29.74582","-0.2628212","102.4133","32.46708","60.12421","22.32074","36.39923","2.658153","-28.67066","18","17.42608","17.71304","60.12421","32.46708","92.59129","120.4863","120.4863","4.275",
"04.01.2002 13:00:00","0.00018","2.334291","-30.75297","30.02741","-0.24953","116.7378","32.46708","96.19874","35.71317","44.55812","0","-72.50377","18.00006","17.60689","17.80347","96.19874","32.46708","128.6658","137.3386","137.3386","5.3625",
"04.01.2002 14:00:00","0","2.829064","-28.48605","31.0777","-0.2339727","121.5394","32.46708","120.2484","44.64148","47.96688","0","-104.0845","18","17.77604","17.88802","120.2484","32.46708","152.7155","142.9875","142.9875","5.95",
"04.01.2002 15:00:00","0","2.834056","-28.32405","31.52666","-0.2244441","117.6201","32.46708","120.2484","44.64148","46.21501","0","-106.3776","18","17.8644","17.9322","120.2484","32.46708","152.7155","138.3766","138.3766","6.0375",
"04.01.2002 16:00:00","0","2.342015","-30.43193","30.80461","-0.2384838","111.6618","32.46708","96.19874","35.71319","25.46758","0","-74.61043","18","17.70335","17.85168","96.19874","32.46708","128.6658","131.3669","131.3669","5.5625",
"04.01.2002 17:00:00","0","2.363883","-35.21434","29.91961","-0.2605595","138.5677","32.46708","96.19874","35.71319","2.405118","0","-63.73744","18","17.4335","17.71675","96.19874","32.46708","128.6658","163.0209","163.0209","4.4875",
"04.01.2002 18:00:00","0","2.376634","-38.38282","29.51184","-0.2718845","155.3394","32.46708","96.19874","35.71319","0","0","-58.01334","18","17.31731","17.65866","96.19874","32.46708","128.6658","182.7522","182.7522","3.75",
"04.01.2002 19:00:00","0","1.628489","-40.32268","30.80425","-0.2674447","106.9207","64.93415","60.12421","22.32074","0","2.61988","-33.43586","18","17.3243","17.66215","60.12421","64.93415","125.0584","125.789","125.789","3.2875",
"04.01.2002 20:00:00","0","1.638768","-42.74782","31.90585","-0.2611083","113.6885","64.93415","60.12421","22.32074","0","4.365876","-33.10967","18","17.34239","17.6712","60.12421","64.93415","125.0584","133.7512","133.7512","2.7875",
"04.01.2002 21:00:00","0","1.646355","-44.77559","31.98302","-0.2591835","119.4244","64.93415","60.12421","22.32074","0","5.788727","-32.90014","18","17.36169","17.68085","60.12421","64.93415","125.0584","140.4993","140.4993","2.35",
"04.01.2002 22:00:00","0","1.65511","-47.06209","32.11793","-0.2569473","125.6431","64.93415","60.12421","22.32074","0","7.377738","-32.59119","18","17.38123","17.69061","60.12421","64.93415","125.0584","147.8154","147.8154","1.8875",
"04.01.2002 23:00:00","-0.787412","0.8774606","-41.39789","35.21655","-0.3885945","35.17956","0","24.04968","9.468129","0","9.714737","-30.07027","16.2781","17.01722","16.64766","24.04969","0","24.04969","41.38772","41.38772","1.45",
"05.01.2002","-0.000015","0.8766667","-42.08464","35.10691","-0.4785444","60.79","0","24.04968","9.667945","0","14.1265","-9.551694","16","16.72202","16.36101","24.04969","0","24.04969","71.51765","71.51765","0.9875",
"05.01.2002 01:00:00","0","0.8814126","-43.11269","34.45146","-0.4900273","65.87801","0","24.04968","9.667961","0","16.22706","-7.23314","16","16.5802","16.2901","24.04969","0","24.04969","77.50354","77.50354","0.8",
"05.01.2002 02:00:00","0","0.8829279","-43.43886","32.56881","-0.5023814","68.64063","0","24.04968","9.667961","0","17.32308","-5.772322","16","16.48379","16.2419","24.04969","0","24.04969","80.75369","80.75369","0.7375",
"05.01.2002 03:00:00","0","0.8819276","-43.40326","31.18723","-0.5130571","70.41865","0","24.04968","9.667961","0","17.98078","-4.793427","16","16.40723","16.20362","24.04969","0","24.04969","82.84547","82.84547","0.7",
"05.01.2002 04:00:00","0","0.880866","-43.24717","30.56938","-0.5202207","71.66653","0","24.04968","9.667961","0","18.70835","-4.268366","16","16.33922","16.16961","24.04969","0","24.04969","84.31357","84.31357","0.7",
"05.01.2002 05:00:00","-0.085776","0.9158161","-52.63393","26.5601","-0.3857043","131.7807","0","24.04968","9.113213","0","76.88234","-12.44239","18.03024","16.40623","17.21824","24.04969","0","24.04969","155.0361","155.0361","0.7",
"05.01.2002 06:00:00","0","1.674473","-52.46086","27.46765","-0.3203887","154.922","64.93415","60.12421","22.32074","0","14.39003","-21.306","18","16.74689","17.37345","60.12421","64.93415","125.0584","182.2612","182.2612","0.7",
"05.01.2002 07:00:00","0","2.436283","-52.6181","29.07983","-0.3050671","224.1715","32.46708","96.19874","35.71319","0","5.602647","-40.39962","18","16.86942","17.43471","96.19874","32.46708","128.6658","263.7311","263.7311","0.7",
"05.01.2002 08:00:00","0","2.943242","-52.36869","28.86216","-0.2986386","260.4017","32.46708","120.2484","44.64148","0","0","-62.10701","18","16.95541","17.47771","120.2484","32.46708","152.7155","306.3549","306.3549","0.7625",
"05.01.2002 09:00:00","0","2.941968","-51.77161","28.53723","-0.2963498","256.9411","32.46708","120.2484","44.64148","0.5048567","0","-63.67722","18","17.00881","17.50441","120.2484","32.46708","152.7155","302.2836","302.2836","0.8625",
"05.01.2002 10:00:00","0","2.428167","-49.53653","28.30288","-0.2964377","209.6074","32.46708","96.19874","35.71319","2.501921","2.781622","-43.47765","18","17.01983","17.50992","96.19874","32.46708","128.6658","246.5969","246.5969","1.275",
"05.01.2002 11:00:00","0","2.924521","-46.36151","28.34142","-0.2927688","231.293","32.46708","120.2484","44.64148","4.360924","0","-70.38713","18","17.07776","17.53888","120.2484","32.46708","152.7155","272.1094","272.1094","1.875",
"05.01.2002 12:00:00","0","1.647443","-43.6543","28.44264","-0.2951825","137.1059","32.46708","60.12421","22.32074","5.677442","11.16962","-19.86909","18","17.03282","17.51641","60.12421","32.46708","92.59129","161.301","161.301","2.4125",
"05.01.2002 13:00:00","0","2.403285","-41.92725","28.22796","-0.2938094","178.7436","32.46708","96.19874","35.71319","6.095155","0","-48.92398","18","17.059","17.5295","96.19874","32.46708","128.6658","210.2866","210.2866","2.7875",
"05.01.2002 14:00:00","0","2.90649","-40.82006","27.92435","-0.2919818","203.8762","32.46708","120.2484","44.64148","5.51006","0","-76.26779","18","17.10918","17.55459","120.2484","32.46708","152.7155","239.8543","239.8543","3.025",
"05.01.2002 15:00:00","0","2.90421","-40.2695","28.08649","-0.2899612","200.6017","32.46708","120.2484","44.64148","4.156364","0","-76.97043","18","17.12599","17.563","120.2484","32.46708","152.7155","236.002","236.002","3.1625",
"05.01.2002 16:00:00","0","2.398211","-40.73903","27.76048","-0.2941846","173.3009","32.46708","96.19874","35.71319","2.118433","0","-50.04448","18","17.08118","17.54059","96.19874","32.46708","128.6658","203.8835","203.8835","3.075",
"05.01.2002 17:00:00","0","2.403338","-42.13064","27.19633","-0.2985317","179.5706","32.46708","96.19874","35.71319","0.2130252","0","-47.65083","18","17.03965","17.51983","96.19874","32.46708","128.6658","211.2596","211.2596","2.8125",
"05.01.2002 18:00:00","0","2.406133","-43.33515","27.60039","-0.3012089","185.8798","32.46708","96.19874","35.71319","0","0","-45.92548","18","17.01925","17.50962","96.19874","32.46708","128.6658","218.6821","218.6821","2.5125",
"05.01.2002 19:00:00","0","1.652105","-44.8989","29.54061","-0.2908107","128.3218","64.93415","60.12421","22.32074","0","7.785171","-27.19568","18","17.04923","17.52462","60.12421","64.93415","125.0584","150.9668","150.9668","2.2125",
"05.01.2002 20:00:00","0","1.659426","-47.03201","29.70893","-0.2917304","136.3032","64.93415","60.12421","22.32074","0","9.990325","-25.39778","18","17.016","17.508","60.12421","64.93415","125.0584","160.3567","160.3567","1.7875",
"05.01.2002 21:00:00","0","1.661364","-47.6719","29.9287","-0.2893041","137.2254","64.93415","60.12421","22.32074","0","10.11909","-25.78355","18","17.04034","17.52017","60.12421","64.93415","125.0584","161.4417","161.4417","1.6625",
"05.01.2002 22:00:00","0","1.663107","-48.18999","29.99893","-0.2866035","137.5533","64.93415","60.12421","22.32074","0","10.13599","-26.28621","18","17.07116","17.53558","60.12421","64.93415","125.0584","161.8275","161.8275","1.575",
"05.01.2002 23:00:00","-0.537591","0.8782472","-41.52465","33.13401","-0.4231671","43.59062","0","24.04968","9.477946","0","12.68325","-24.92866","16.22925","16.68812","16.45869","24.04969","0","24.04969","51.28308","51.28308","1.3125",
"06.01.2002","-0.000007","0.8755329","-41.46894","32.71109","-0.5102907","67.54682","0","24.04968","9.667954","0","16.02632","-4.322786","16","16.37395","16.18698","24.04969","0","24.04969","79.46686","79.46686","1.075",
"06.01.2002 01:00:00","0","0.8824967","-43.37708","31.82696","-0.5247426","75.03839","0","24.04968","9.667961","0","20.02555","-2.266328","16","16.2089","16.10445","24.04969","0","24.04969","88.28045","88.28045","0.6875",
