"Date/Time","Internal Natural vent.","Sensible Cooling","Mech Vent + Nat Vent + Infiltration","External Infiltration","Total Cooling","Relative Humidity","Fanger PMV","Zone Heating","Task Lighting","General Lighting","Miscellaneous","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","Cooling (Electricity)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","kW","ac/h","kW","kW","%","","kW","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","0.437599","0","0.2398522","-4.483105","0","32.82404","-0.1732867","0","0","0","1.210475","5.959869","0","0","-8.883892","21.77076","22.39579","22.08327","1.210475","0","13.51058","0","0","0","12.30011","9.0625",
"01.01.2002 02:00:00","0.409233","0","0.2407209","-4.607955","0","33.58728","-0.2002051","0","0","0","1.210475","5.993804","0","0","-9.08996","21.62303","22.29936","21.9612","1.210475","0","13.51058","0","0","0","12.30011","8.675",
"01.01.2002 03:00:00","0.391961","0","0.2416434","-4.685972","0","34.02542","-0.2176399","0","0","0","1.210475","6.01507","0","0","-9.187621","21.52868","22.22201","21.87535","1.210475","0","13.51058","0","0","0","12.30011","8.475",
"01.01.2002 04:00:00","0.373325","0","0.2421951","-4.727014","0","34.12144","-0.2344238","0","0","0","1.210475","6.032711","0","0","-9.247097","21.44803","22.15408","21.80106","1.210475","0","13.51058","0","0","0","12.30011","8.3375",
"01.01.2002 05:00:00","0.3559","0","0.2425257","-4.748137","0","34.04925","-0.2497573","0","0","0","1.210475","6.046787","0","0","-9.285726","21.38","22.09294","21.73647","1.210475","0","13.51058","0","0","0","12.30011","8.2375",
"01.01.2002 06:00:00","0.21903","0","0.2429612","-4.782372","0","33.79762","-0.2558491","1.317487","0","0","1.210475","6.036202","0","0.3552944","-8.435569","21.40189","22.04165","21.72177","1.210475","0","13.51058","1.549985","1.549985","0","12.30011","8.1375",
"01.01.2002 07:00:00","0.068321","0","0.2134281","-5.087666","0","32.27477","-0.1915242","0","0","35.01067","4.190107","4.662501","0","0","-8.040221","22.07414","22.18375","22.12895","4.190107","35.01067","49.04086","0","0","0","9.840084","8.1",
"01.01.2002 08:00:00","0.331702","0","0.3189402","-5.663771","0","30.96064","-0.0719664","0","16.76043","24.43298","12.10475","7.9599","0","0","-15.28877","22.7961","22.37116","22.58363","12.10475","41.19341","62.31055","0","0","0","9.012391","8.1",
"01.01.2002 09:00:00","0.292126","0","0.4207161","-5.515964","0","31.45137","-4.245735E-02","0","16.76043","24.43298","8.380214","11.25203","5.632933","0","-21.7604","22.7236","22.51091","22.61725","8.380214","41.19341","57.75832","0","0","0","8.184697","8.225",
"01.01.2002 10:00:00","0.297478","0","0.4801796","-8.382591","0","31.37768","-4.705131E-03","0.942627","16.76043","24.43298","8.380214","11.17994","22.38046","0.7866831","-20.99514","22.9066","22.79741","22.852","8.380214","41.19341","57.75832","1.108973","1.108973","0","8.184697","9.1125",
"01.01.2002 11:00:00","0.404923","0","0.7340842","-20.07637","0","31.09725","-0.0170004","7.577826","16.76043","24.43298","8.380214","10.55005","32.73974","7.338977","-19.8938","22.60581","23.01181","22.80881","8.380214","41.19341","57.75832","8.915089","8.915089","0","8.184697","10.35",
"01.01.2002 12:00:00","0.289567","0","0.9344023","-19.43033","0","29.96276","4.302649E-02","5.685098","16.76043","24.43298","12.10475","15.2701","39.11342","5.345043","-28.66915","22.97683","23.26331","23.12007","12.10475","41.19341","65.5752","6.688351","6.688351","0","12.27704","11.4875",
"01.01.2002 13:00:00","0.416785","0","1.220631","-28.87399","0","29.37459","7.099078E-02","13.48761","16.76043","24.43298","12.10475","16.1061","36.93954","11.42884","-28.37956","23.12018","23.37949","23.24984","12.10475","41.19341","68.03522","15.86778","15.86778","0","14.73706","12.3375",
"01.01.2002 14:00:00","0.437188","0","1.021212","-21.14816","0","28.88276","4.827535E-02","12.51966","16.76043","24.43298","8.380214","14.74095","27.38593","10.80939","-26.65489","23.03723","23.37096","23.2041","8.380214","41.19341","61.85067","14.72901","14.72901","0","12.27704","12.7875",
"01.01.2002 15:00:00","0.340221","-3.560307","1.226618","-34.62175","-3.560307","28.45971","6.348978E-02","20.76113","16.76043","24.43298","8.380214","9.706743","18.77678","21.12748","-21.33292","23.13144","23.31323","23.22233","8.380214","41.19341","59.73627","24.42486","24.42486","1.977948","8.184697","12.9",
"01.01.2002 16:00:00","0.498541","-1.629581","0.7459334","-16.4629","-1.629581","28.52307","4.928447E-02","7.86758","16.76043","24.43298","8.380214","9.681159","8.52479","7.212665","-20.03888","23.09993","23.191","23.14546","8.380214","41.19341","58.66364","9.255977","9.255977","0.905323","8.184697","12.5875",
"01.01.2002 17:00:00","0.307723","0","1.334498","-34.84177","0","29.84585","1.345153E-02","18.86455","16.76043","24.43298","12.10475","15.10163","0.7271534","18.6634","-26.7639","22.65935","23.05909","22.85922","12.10475","41.19341","65.5752","22.19359","22.19359","0","12.27704","11.9625",
