"Date/Time","Internal Natural vent.","Sensible Cooling","Mech Vent + Nat Vent + Infiltration","External Infiltration","Total Cooling","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Computer + Equip","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","Cooling (Electricity)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","kW","ac/h","kW","kW","%","","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","-0.512164","0","0.2051413","-31.81188","0","36.27465","-1.561444","34.70756","0","0","0","0","34.70756","0","17.09376","17.20797","17.15086","0","0","0","40.83242","40.83242","0","0","9.0625",
"01.01.2002 02:00:00","-0.425625","0","0.2095949","-34.09647","0","36.44656","-1.569618","38.51757","0","0","0","0","38.51757","0","17.0725","17.15615","17.11433","0","0","0","45.31479","45.31479","0","0","8.675",
"01.01.2002 03:00:00","-0.348998","0","0.2133803","-35.53602","0","36.59909","-1.576381","41.29384","0","0","0","0","41.29384","0","17.05487","17.10857","17.08172","0","0","0","48.58098","48.58098","0","0","8.475",
"01.01.2002 04:00:00","-0.274561","0","0.2159697","-36.53809","0","36.58995","-1.583482","43.65402","0","0","0","0","43.65403","0","17.03941","17.06322","17.05132","0","0","0","51.35767","51.35767","0","0","8.3375",
"01.01.2002 05:00:00","-0.221509","0","0.2179006","-37.28854","0","36.49582","-1.589588","45.92819","0","0","0","0","45.92819","0","17.03133","17.0218","17.02657","0","0","0","54.03317","54.03317","0","0","8.2375",
"01.01.2002 06:00:00","-0.174856","0","0.2191087","-37.92147","0","36.34968","-1.595556","47.96384","0","0","0","0","47.96384","0","17.02463","16.98187","17.00325","0","0","0","56.42805","56.42805","0","0","8.1375",
"01.01.2002 07:00:00","-0.132258","0","0.2197633","-38.195","0","36.24346","-1.60082","49.45686","0","0","0","0","49.45686","0","17.01859","16.94537","16.98198","0","0","0","58.18454","58.18454","0","0","8.1",
"01.01.2002 08:00:00","-0.0903","0","0.2201833","-38.26753","0","36.01725","-1.60652","50.76522","0","0","0","0","50.76522","0","17.01268","16.90868","16.96068","0","0","0","59.72379","59.72379","0","0","8.1",
"01.01.2002 09:00:00","-0.116847","0","0.2175099","-37.27635","0","35.7494","-1.598672","46.71476","0","0","0","38.54193","46.71476","0","17.01812","16.99838","17.00825","0","0","0","54.95854","54.95854","0","0","8.225",
"01.01.2002 10:00:00","-1.527456","0","0.2050153","-31.74995","0","35.14204","-1.499094","19.88705","0","0","0","215.316","19.88705","0","17.25301","17.759","17.506","0","0","0","23.39653","23.39653","0","0","9.1125",
"01.01.2002 11:00:00","-4.108648","0","0.1953612","-26.0994","0","34.01589","-1.365911","4.141148","0","0","0","295.2892","4.141149","0","17.76245","18.42569","18.09407","0","0","0","4.871939","4.871939","0","0","10.35",
"01.01.2002 12:00:00","-5.391191","0","0.1895756","-22.76851","0","32.43765","-1.215891","0","0","0","0","355.9955","0","0","18.42599","19.06561","18.7458","0","0","0","0","0","0","0","11.4875",
"01.01.2002 13:00:00","-5.217377","0","0.1835923","-20.37228","0","31.49661","-1.130662","0","0","0","0","308.515","0","0","18.80983","19.25951","19.03467","0","0","0","0","0","0","0","12.3375",
"01.01.2002 14:00:00","-4.781206","0","0.1770788","-18.41346","0","31.26184","-1.122047","0","0","0","0","246.4912","0","0","18.86034","19.21347","19.0369","0","0","0","0","0","0","0","12.7875",
"01.01.2002 15:00:00","-4.743837","0","0.1708825","-16.45497","0","31.73427","-1.19223","0","0","0","0","131.9215","0","0","18.57433","18.80861","18.69147","0","0","0","0","0","0","0","12.9",
"01.01.2002 16:00:00","-4.596444","0","0.1672578","-15.89573","0","32.63329","-1.288248","0","0","0","0","69.87324","0","0","18.15479","18.41292","18.28386","0","0","0","0","0","0","0","12.5875",
"01.01.2002 17:00:00","-3.710265","0","0.1677792","-16.94686","0","33.86545","-1.395527","3.889778","0","0","0","5.528549","3.892134","0","17.69503","17.96306","17.82905","0","0","0","4.576209","4.576209","0","0","11.9625",
"01.01.2002 18:00:00","-2.381048","0","0.1691872","-18.52785","0","34.85701","-1.462047","9.352637","0","0","0","0","9.352637","0","17.42758","17.71886","17.57322","0","0","0","11.0031","11.0031","0","0","11.45",
