"Date/Time","Internal Natural vent.","Mech Vent + Nat Vent + Infiltration","External Infiltration","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Miscellaneous","Computer + Equip","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","ac/h","kW","%","","kW","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","°C",
"04.01.2002 22:00:00","-9.120102","0.2707314","-63.55125","30.86726","-0.8097897","63.75304","0","2.114594","1.080403","0","0","63.75304","0","16.65494","17.03119","16.84306","3.194996","0","3.194996","75.00358","75.00358","0","1.8875",
"04.01.2002 23:00:00","-8.339428","0.2766396","-66.96835","31.17861","-0.8306801","68.66696","0","2.114594","1.080403","0","0","68.66696","0","16.58402","16.89048","16.73725","3.194996","0","3.194996","80.78466","80.78466","0","1.45",
"05.01.2002","-7.634532","0.2818661","-70.44272","31.36516","-0.8500016","73.93595","0","2.114594","1.080403","0","0","73.93597","0","16.52753","16.76218","16.64486","3.194996","0","3.194996","86.98347","86.98347","0","0.9875",
"05.01.2002 01:00:00","-7.062426","0.2855614","-72.25643","31.43064","-0.8656178","77.88848","0","2.114594","1.080403","0","0","77.88848","0","16.49249","16.64396","16.56822","3.194996","0","3.194996","91.63351","91.63351","0","0.8",
"05.01.2002 02:00:00","-6.54343","0.2873099","-72.97338","30.8657","-0.8815283","80.52602","0","2.114594","1.080403","0","0","80.52602","0","16.46282","16.5354","16.49911","3.194996","0","3.194996","94.73648","94.73648","0","0.7375",
"05.01.2002 03:00:00","-6.009715","0.2872885","-73.11257","30.1397","-0.8976082","82.3435","0","2.114594","1.080403","0","0","82.3435","0","16.43465","16.43593","16.43529","3.194996","0","3.194996","96.8747","96.8747","0","0.7",
"05.01.2002 04:00:00","-5.507714","0.2866748","-72.9235","29.53549","-0.9124709","83.73376","0","2.114594","1.080403","0","0","83.73385","0","16.40865","16.3434","16.37603","3.194996","0","3.194996","98.51031","98.51031","0","0.7",
"05.01.2002 05:00:00","-5.3424","0.2864004","-72.82464","28.96576","-0.9248177","86.18886","0","2.114594","1.080403","0","0","86.18886","0","16.40051","16.25654","16.32853","3.194996","0","3.194996","101.3987","101.3987","0","0.7",
"05.01.2002 06:00:00","-19.05746","0.2911984","-74.1299","27.65591","-0.8602577","140.1306","0","2.114594","1.080403","0","0","137.9164","0","17.10067","16.23763","16.66915","3.194996","0","3.194996","164.8595","164.8595","0","0.7",
"05.01.2002 07:00:00","-19.53844","0.2916361","-74.22848","27.74368","-0.831031","129.6957","0","2.114594","1.080403","0","0","129.6957","0","17.12381","16.25468","16.68925","3.194996","0","3.194996","152.5832","152.5832","0","0.7",
"05.01.2002 08:00:00","-19.51739","0.3064339","-73.81416","27.75497","-0.8268031","119.7754","24.54058","2.114594","2.160806","1.799473","0","114.5929","0","17.12381","16.28492","16.70436","4.275399","24.54058","32.35801","140.9123","140.9123","3.542028","0.7625",
"05.01.2002 09:00:00","-19.43867","0.320234","-72.96362","27.68587","-0.8230683","118.6843","24.54058","2.114594","4.321611","3.598946","2.008125","108.372","0","17.12381","16.31468","16.71924","6.436205","24.54058","38.06084","139.6285","139.6285","7.084055","0.8625",
"05.01.2002 10:00:00","-19.09356","0.3298343","-69.53396","27.58756","-0.8174739","113.632","24.54058","2.114594","6.482417","5.398419","9.910629","98.48254","0","17.12381","16.37815","16.75098","8.59701","24.54058","43.76367","133.6847","133.6847","10.62608","1.275",
