"Date/Time","Internal Natural vent.","Mech Vent + Nat Vent + Infiltration","External Infiltration","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Computer + Equip","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","ac/h","kW","%","","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","0","5.822812E-02","-4.654535","36.18365","-1.659673","19.77003","0","0","0","0","19.77003","0","17","16.42506","16.71253","0","0","0","23.25886","23.25886","0","9.0625",
"01.01.2002 02:00:00","0","5.979954E-02","-5.016045","36.29968","-1.662325","21.00286","0","0","0","0","21.00286","0","17","16.39596","16.69798","0","0","0","24.70924","24.70924","0","8.675",
"01.01.2002 03:00:00","0","6.108065E-02","-5.24641","36.38321","-1.664617","22.0071","0","0","0","0","22.0071","0","17","16.3701","16.68505","0","0","0","25.8907","25.8907","0","8.475",
"01.01.2002 04:00:00","0","6.199041E-02","-5.410029","36.40302","-1.667019","22.86801","0","0","0","0","22.86801","0","17","16.346","16.673","0","0","0","26.90354","26.90354","0","8.3375",
"01.01.2002 05:00:00","0","6.265608E-02","-5.531092","36.3913","-1.669367","23.64245","0","0","0","0","23.64245","0","17","16.3241","16.66205","0","0","0","27.81465","27.81465","0","8.2375",
"01.01.2002 06:00:00","0","6.313022E-02","-5.636363","36.35822","-1.671762","24.37343","0","0","0","0","24.37343","0","17","16.30309","16.65154","0","0","0","28.67462","28.67462","0","8.1375",
"01.01.2002 07:00:00","0","6.339465E-02","-5.683836","36.33582","-1.673833","24.9577","0","0","0","0","24.9577","0","17","16.28454","16.64227","0","0","0","29.362","29.362","0","8.1",
"01.01.2002 08:00:00","0","6.361763E-02","-5.70382","36.26797","-1.676052","25.52823","0","0","0","0","25.52823","0","17","16.26618","16.63309","0","0","0","30.03321","30.03321","0","8.1",
"01.01.2002 09:00:00","0","0.0628643","-5.55746","36.18507","-1.668018","23.16345","0","0","0","15.74071","23.16345","0","17","16.34563","16.67281","0","0","0","27.25112","27.25112","0","8.225",
