"Date/Time","Internal Natural vent.","Mech Vent + Nat Vent + Infiltration","External Infiltration","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Miscellaneous","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","ac/h","kW","%","","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","-3.310356","0.4224746","-24.76125","34.06165","-0.6921685","0","0","2.046264","17.87255","0","0","-20.48715","19.49953","20.44078","19.97016","2.046265","0","35.83469","0","0","33.78843","9.0625",
"01.01.2002 02:00:00","-3.515924","0.422586","-25.14774","34.79208","-0.7428713","0.329018","0","2.046264","18.10255","0","0","-20.46436","19.26795","20.30418","19.78606","2.046265","0","35.83469","0.38708","0.38708","33.78843","8.675",
"01.01.2002 03:00:00","-3.46811","0.424708","-25.70486","35.15761","-0.7651258","2.09341","0","2.046264","18.18592","0","0","-18.90325","19.17144","20.20841","19.68992","2.046265","0","35.83469","2.462835","2.462835","33.78843","8.475",
"01.01.2002 04:00:00","-3.380652","0.4260609","-26.11398","35.10923","-0.7820083","3.550867","0","2.046264","18.23859","0","4.236305E-02","-17.62838","19.10619","20.13381","19.62","2.046265","0","35.83469","4.177491","4.177491","33.78843","8.3375",
"01.01.2002 05:00:00","-3.301696","0.4268649","-26.39186","34.92368","-0.7963111","4.615345","0","2.046264","18.27785","0","0.78714","-17.40261","19.05516","20.07068","19.56292","2.046265","0","35.83469","5.429818","5.429818","33.78843","8.2375",
"01.01.2002 06:00:00","-0.180374","0.4510962","-36.41889","30.87579","-0.6203002","108.8764","0","2.046264","17.17191","0","84.33533","-4.02177","20.96633","20.14852","20.55742","2.046265","0","35.83469","128.0899","128.0899","33.78843","8.1375",
"01.01.2002 07:00:00","-0.360116","0.4179084","-37.21805","30.49291","-0.5183728","31.71036","96.17442","10.23132","13.3806","0","22.0373","-10.77732","21.13257","20.42912","20.78085","10.23132","96.17442","133.4365","37.30632","37.30632","27.03074","8.1",
"01.01.2002 08:00:00","-0.504116","0.382778","-37.43228","30.07236","-0.5038079","34.67197","48.08721","20.46264","9.995775","0","26.54451","-7.229276","21.15185","20.48769","20.81977","20.46264","48.08721","88.82291","40.79057","40.79057","20.27305","8.1",
"01.01.2002 09:00:00","-0.401727","0.3422049","-36.55044","29.65856","-0.5100462","37.15574","48.08721","10.23132","6.682579","5.554954","30.47576","-3.423875","21.10847","20.52217","20.81532","10.23132","48.08721","71.8339","43.71264","43.71264","13.51537","8.225",
"01.01.2002 10:00:00","-0.437176","0.329026","-32.37746","29.33722","-0.4984843","29.27674","48.08721","10.23132","6.678577","17.94616","23.78778","-3.945567","21.13808","20.64047","20.88928","10.23132","48.08721","71.8339","34.44322","34.44322","13.51537","9.1125",
"01.01.2002 11:00:00","-0.479426","0.3134714","-27.28895","29.10009","-0.4795133","21.22771","48.08721","10.23132","6.657697","26.58503","17.21141","-4.498776","21.20574","20.75725","20.98149","10.23132","48.08721","71.8339","24.97378","24.97378","13.51537","10.35",
"01.01.2002 12:00:00","-0.859079","0.3366192","-23.06328","28.65495","-0.4525794","12.13608","48.08721","20.46264","9.922712","32.0012","7.76876","-7.252199","21.36235","20.88023","21.12129","20.46264","48.08721","88.82291","14.27774","14.27774","20.27305","11.4875",
