"Date/Time","Internal Natural vent.","Sensible Cooling","Mech Vent + Nat Vent + Infiltration","External Infiltration","Total Cooling","Relative Humidity","Fanger PMV","Zone Heating","Task Lighting","General Lighting","Miscellaneous","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","Cooling (Electricity)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","kW","ac/h","kW","kW","%","","kW","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","0.401835","0","0.2384933","-4.671612","0","33.21626","-0.1878334","0","0","0","1.300642","6.410507","0","0","-9.528864","21.69621","22.31455","22.00538","1.300643","0","14.51696","0","0","0","13.21632","9.0625",
"01.01.2002 02:00:00","0.370862","0","0.239273","-4.79777","0","33.91272","-0.2163705","0","0","0","1.300642","6.450188","0","0","-9.744013","21.54335","22.21597","21.87966","1.300643","0","14.51696","0","0","0","13.21632","8.675",
"01.01.2002 03:00:00","0.353185","0","0.2401376","-4.878073","0","34.29097","-0.2342899","0","0","0","1.300642","6.474016","0","0","-9.846828","21.44881","22.13898","21.7939","1.300643","0","14.51696","0","0","0","13.21632","8.475",
"01.01.2002 04:00:00","0.334555","0","0.240651","-4.920845","0","34.3397","-0.2511356","0","0","0","1.300642","6.493245","0","0","-9.909979","21.36931","22.07232","21.72082","1.300643","0","14.51696","0","0","0","13.21632","8.3375",
"01.01.2002 05:00:00","0.317393","0","0.2409563","-4.943329","0","34.23245","-0.2663461","0","0","0","1.300642","6.508404","0","0","-9.951303","21.30287","22.01283","21.65785","1.300643","0","14.51696","0","0","0","13.21632","8.2375",
"01.01.2002 06:00:00","0.169456","0","0.2413819","-4.980501","0","33.9556","-0.2719285","1.439206","0","0","1.300642","6.496058","0","0.4012538","-9.036819","21.32899","21.96331","21.64615","1.300643","0","14.51696","1.693184","1.693184","0","13.21632","8.1375",
"01.01.2002 07:00:00","0.012576","0","0.2118043","-5.30366","0","32.41239","-0.2070185","0","0","37.61856","4.502221","5.017568","0","0","-8.622156","22.00506","22.10827","22.05667","4.502222","37.61856","52.69383","0","0","0","10.57306","8.1",
"01.01.2002 08:00:00","0.30489","0","0.3172197","-5.926871","0","31.04903","-8.555081E-02","0","18.00888","26.25295","13.00642","8.611887","0","0","-16.31479","22.7462","22.29879","22.5225","13.00642","44.26183","66.95196","0","0","0","9.683708","8.1",
"01.01.2002 09:00:00","0.271732","0","0.4189712","-5.777355","0","31.53806","-5.624977E-02","0","18.00888","26.25295","9.004441","12.15847","3.404858","0","-23.21722","22.67529","22.41856","22.54693","9.004441","44.26183","62.06063","0","0","0","8.794359","8.225",
