"Date/Time","Internal Natural vent.","Sensible Cooling","Mech Vent + Nat Vent + Infiltration","External Infiltration","Total Cooling","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Computer + Equip","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","Cooling (Electricity)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","kW","ac/h","kW","kW","%","","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","-2.020409","0","0.2770689","-21.89041","0","35.49911","-1.470952","19.41405","0","0","0","0","19.41405","0","17.37045","17.71517","17.54281","0","0","0","22.84005","22.84005","0","0","9.0625",
"01.01.2002 02:00:00","-1.830184","0","0.2824231","-23.39954","0","35.7304","-1.483853","21.76048","0","0","0","0","21.76048","0","17.32891","17.6462","17.48756","0","0","0","25.60056","25.60056","0","0","8.675",
"01.01.2002 03:00:00","-1.656113","0","0.2872104","-24.35514","0","35.98658","-1.494297","23.4622","0","0","0","0","23.4622","0","17.29371","17.58327","17.43849","0","0","0","27.60258","27.60258","0","0","8.475",
"01.01.2002 04:00:00","-1.476571","0","0.2904551","-25.01559","0","36.05532","-1.505031","24.78132","0","0","0","0","24.78132","0","17.25994","17.52388","17.39191","0","0","0","29.15449","29.15449","0","0","8.3375",
"01.01.2002 05:00:00","-1.306788","0","0.2926344","-25.48502","0","36.01661","-1.515279","25.83734","0","0","0","0","25.83734","0","17.22963","17.46881","17.34922","0","0","0","30.39687","30.39687","0","0","8.2375",
"01.01.2002 06:00:00","-1.134572","0","0.2937123","-25.86188","0","35.89648","-1.525857","26.74006","0","0","0","0","26.74006","0","17.20012","17.4151","17.30761","0","0","0","31.4589","31.4589","0","0","8.1375",
"01.01.2002 07:00:00","-0.973173","0","0.294092","-25.99794","0","35.81556","-1.535383","27.34205","0","0","0","0","27.34205","0","17.17335","17.36547","17.26941","0","0","0","32.16711","32.16711","0","0","8.1",
"01.01.2002 08:00:00","-0.812836","0","0.2941478","-25.99649","0","35.59091","-1.545313","27.82759","0","0","0","0","27.82759","0","17.14715","17.31579","17.23147","0","0","0","32.73833","32.73833","0","0","8.1",
"01.01.2002 09:00:00","-0.878046","0","0.2902496","-25.29836","0","35.27258","-1.538454","26.06947","0","0","0","25.75442","26.06947","0","17.16099","17.41212","17.28655","0","0","0","30.66996","30.66996","0","0","8.225",
"01.01.2002 10:00:00","-3.30526","0","0.2793123","-22.04416","0","34.30386","-1.409502","14.36664","0","0","0","138.2818","14.36682","0","17.59329","18.25885","17.92607","0","0","0","16.90193","16.90193","0","0","9.1125",
"01.01.2002 11:00:00","-6.258665","0","0.2732847","-18.90688","0","32.70501","-1.199815","3.208376","0","0","0","239.8042","3.208386","0","18.3886","19.32177","18.85518","0","0","0","3.77456","3.77456","0","0","10.35",
"01.01.2002 12:00:00","-7.451186","0","0.2803715","-19.05681","0","29.90286","-0.9029647","0","0","0","0","340.6141","0","0","19.70238","20.63242","20.1674","0","0","0","0","0","0","0","11.4875",
"01.01.2002 13:00:00","-6.517492","0","0.2765247","-18.82187","0","28.33656","-0.7274317","0","0","0","0","292.6989","0","0","20.44286","21.05419","20.74853","0","0","0","0","0","0","0","12.3375",
"01.01.2002 14:00:00","-6.279956","0","0.2663043","-16.85","0","28.33962","-0.74369","0","0","0","0","223.4015","0","0","20.37188","20.85011","20.611","0","0","0","0","0","0","0","12.7875",
"01.01.2002 15:00:00","-5.7365","0","0.2542419","-14.96751","0","29.03224","-0.8500204","0","0","0","0","137.7954","0","0","19.94133","20.29439","20.11786","0","0","0","0","0","0","0","12.9",
"01.01.2002 16:00:00","-5.403984","0","0.2465706","-14.03224","0","30.20461","-0.9833488","0","0","0","0","79.93469","0","0","19.37143","19.72312","19.54728","0","0","0","0","0","0","0","12.5875",
"01.01.2002 17:00:00","-4.892564","0","0.2422669","-13.5443","0","32.20864","-1.166901","0","0","0","0","5.859528","0","0","18.55311","18.9209","18.737","0","0","0","0","0","0","0","11.9625",
"01.01.2002 18:00:00","-3.98648","0","0.2372486","-13.49015","0","33.97367","-1.302912","2.226182","0","0","0","0","2.227208","0","17.97179","18.4751","18.22345","0","0","0","2.619038","2.619038","0","0","11.45",
"01.01.2002 19:00:00","-3.227352","0","0.239208","-14.24597","0","34.98798","-1.359954","5.743864","0","0","0","0","5.743864","0","17.75308","18.2442","17.99864","0","0","0","6.757487","6.757487","0","0","11.1125",
"01.01.2002 20:00:00","-2.809959","0","0.2432427","-15.1303","0","35.67333","-1.390841","8.08839","0","0","0","0","8.08839","0","17.63221","18.10191","17.86706","0","0","0","9.515753","9.515753","0","0","10.8125",
"01.01.2002 21:00:00","-2.564882","0","0.248254","-16.12138","0","36.24063","-1.411347","10.02438","0","0","0","0","10.02438","0","17.55067","17.99848","17.77457","0","0","0","11.79339","11.79339","0","0","10.5125",
"01.01.2002 22:00:00","-2.38917","0","0.2547095","-17.2472","0","36.61538","-1.428325","11.94527","0","0","0","0","11.94529","0","17.48427","17.91104","17.69766","0","0","0","14.05326","14.05326","0","0","10.2125",
"01.01.2002 23:00:00","-2.224089","0","0.2637321","-18.61486","0","36.50891","-1.444801","14.44365","0","0","0","0","14.44365","0","17.43223","17.82705","17.62964","0","0","0","16.99253","16.99253","0","0","9.9125",
"02.01.2002","-2.034501","0","0.2695588","-19.80544","0","35.86834","-1.462015","16.59094","0","0","0","0","16.59094","0","17.38787","17.75359","17.57073","0","0","0","19.51875","19.51875","0","0","9.6125",
"02.01.2002 01:00:00","-2.140591","0","0.2777364","-21.57192","0","35.17143","-1.473205","16.85803","0","5.712371","0","0","16.85803","0","17.39587","17.69131","17.54359","5.712372","0","5.712372","19.83298","19.83298","0","0","9.1875",
"02.01.2002 02:00:00","-2.129249","0","0.2886547","-23.82765","0","34.50116","-1.484656","20.01898","0","5.712371","0","0","20.01898","0","17.37368","17.62481","17.49925","5.712372","0","5.712372","23.55174","23.55174","0","0","8.6875",
"02.01.2002 03:00:00","-1.964844","0","0.2976746","-26.01991","0","33.85956","-1.501192","23.08376","0","5.712371","0","0","23.08376","0","17.33286","17.55466","17.44376","5.712372","0","5.712372","27.15737","27.15737","0","0","8.1875",
"02.01.2002 04:00:00","-1.775352","0","0.3039059","-27.66796","0","33.41756","-1.516352","25.51788","0","5.712371","0","0","25.51789","0","17.29403","17.48802","17.39102","5.712372","0","5.712372","30.02104","30.02104","0","0","7.8125",
"02.01.2002 05:00:00","-1.582217","0","0.3083179","-28.96481","0","33.16687","-1.529659","27.49767","0","5.712371","0","0","27.49767","0","17.25856","17.42578","17.34217","5.712372","0","5.712372","32.3502","32.3502","0","0","7.5125",
"02.01.2002 06:00:00","-0.070565","0","0.3803543","-50.78797","0","26.39537","-1.149196","216.5262","0","5.712371","0","0","206.9005","0","20.90332","17.73666","19.31999","5.712372","0","5.712372","254.7367","254.7367","0","0","7.2125",
"02.01.2002 07:00:00","-0.000007","0","0.3891826","-53.17176","0","26.2671","-0.9833565","164.7794","0","5.712371","0","0","164.7794","0","21","18.03316","19.51658","5.712372","0","5.712372","193.8581","193.8581","0","0","6.975",
"02.01.2002 08:00:00","0","0","0.5334176","-54.5747","0","26.52282","-0.9411603","106.1921","129.7524","11.42474","9.514283","0","86.97411","-6.923746E-02","21","18.41213","19.70606","11.42474","129.7524","155.8917","124.9319","124.9319","0","14.71456","6.775",
"02.01.2002 09:00:00","0","0","0.6762658","-55.30428","0","26.87279","-0.9129462","100.2","129.7524","22.84949","19.02857","6.560129","65.15358","-3.71515","21","18.65089","19.82545","22.84949","129.7524","182.031","117.8824","117.8824","0","29.42912","6.7",
"02.01.2002 10:00:00","0","0","0.8118936","-54.01342","0","27.31662","-0.8767019","88.70578","129.7524","34.27423","28.54285","34.37077","45.86687","-14.57186","21","18.96687","19.98344","34.27423","129.7524","208.1703","104.3598","104.3598","0","44.14368","6.8875",
"02.01.2002 11:00:00","-0.039851","0","0.9449914","-51.7105","0","28.45896","-0.8318413","74.51701","129.7524","45.69897","38.05259","60.79543","29.41781","-29.54746","21.0065","19.31887","20.16268","45.69897","129.7524","234.3096","87.66708","87.66708","0","58.85824","7.25",
"02.01.2002 12:00:00","-0.19341","0","0.9410259","-50.10314","0","29.52965","-0.7948339","63.36058","129.7524","45.69897","38.0097","68.46304","24.6045","-34.55838","21.03166","19.56461","20.29814","45.69897","129.7524","234.3096","74.54185","74.54185","0","58.85824","7.525",
"02.01.2002 13:00:00","-0.306544","0","0.661933","-49.84949","0","30.00577","-0.7864013","57.80525","129.7524","22.84949","18.98652","53.62193","36.8923","-15.58788","21.05001","19.57399","20.312","22.84949","129.7524","182.031","68.00617","68.00617","0","29.42912","7.6",
"02.01.2002 14:00:00","-0.288766","0","0.8023057","-49.93315","0","29.97426","-0.782567","58.41305","129.7524","34.27423","28.47691","48.93015","28.07758","-24.4059","21.04708","19.6087","20.32789","34.27423","129.7524","208.1703","68.72124","68.72124","0","44.14368","7.6",
"02.01.2002 15:00:00","-0.248767","0","0.9420533","-50.1888","0","30.38586","-0.7787986","59.79906","129.7524","45.69897","37.97956","40.673","22.22228","-35.73906","21.0406","19.6364","20.3385","45.69897","129.7524","234.3096","70.35184","70.35184","0","58.85824","7.5375",
"02.01.2002 16:00:00","-0.194528","0","0.9437731","-50.80951","0","31.22077","-0.7822499","62.57765","129.7524","45.69897","37.9947","22.04","23.06783","-34.31165","21.03163","19.56877","20.3002","45.69897","129.7524","234.3096","73.62077","73.62077","0","58.85824","7.4375",
"02.01.2002 17:00:00","-0.174","0","0.6686091","-52.25663","0","31.47755","-0.7978824","64.73904","129.7524","22.84949","19.0027","2.55578","39.89322","-12.66144","21.02798","19.40631","20.21714","22.84949","129.7524","182.031","76.16357","76.16357","0","29.42912","7.2125",
"02.01.2002 18:00:00","-0.163368","0","0.5328059","-54.1881","0","31.48662","-0.8073911","66.88208","129.7524","11.42474","9.502676","0","50.99549","-3.36869","21.02599","19.32533","20.17566","11.42474","129.7524","155.8917","78.6848","78.6848","0","14.71456","6.85",
"02.01.2002 19:00:00","-0.19273","0","0.401194","-57.12452","0","31.62248","-0.8215464","69.08228","129.7524","5.712371","0","0","69.08228","0","21.03004","19.17718","20.10361","5.712372","129.7524","135.4648","81.27325","81.27325","0","0","6.3875",
"02.01.2002 20:00:00","-5.97755","0","0.3680376","-42.11834","0","36.56753","-1.094528","6.877027","0","5.712371","0","0","6.887539","0","18.63262","18.64455","18.63858","5.712372","0","5.712372","8.090619","8.090619","0","0","6.2",
"02.01.2002 21:00:00","-4.824701","0","0.3496027","-38.26101","0","38.62025","-1.33037","19.60142","0","5.712371","0","0","19.60159","0","17.72796","18.27382","18.00089","5.712372","0","5.712372","23.06049","23.06049","0","0","6.0125",
"02.01.2002 22:00:00","-3.26328","0","0.3449681","-38.62018","0","39.9974","-1.398018","24.29739","0","5.712371","0","0","24.29739","0","17.46713","18.04762","17.75738","5.712372","0","5.712372","28.58516","28.58516","0","0","5.7125",
