"Date/Time","Internal Natural vent.","Mech Vent + Nat Vent + Infiltration","External Infiltration","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Computer + Equip","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","ac/h","kW","%","","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","0","0.5590707","-19.01756","35.66151","-1.7126","34.87158","0","0","0","0","34.87158","0","17","15.94818","16.47409","0","0","0","41.02538","41.02538","0","9.0625",
"01.01.2002 02:00:00","0","0.57344","-20.46986","36.12306","-1.71833","37.34845","0","0","0","0","37.34844","0","17","15.8827","16.44135","0","0","0","43.93935","43.93935","0","8.675",
"01.01.2002 03:00:00","0","0.5873495","-21.46913","36.67339","-1.721969","39.29695","0","0","0","0","39.29695","0","17","15.82275","16.41138","0","0","0","46.2317","46.2317","0","8.475",
"01.01.2002 04:00:00","0","0.597034","-22.17304","36.78804","-1.726876","40.88816","0","0","0","0","40.88816","0","17","15.76626","16.38313","0","0","0","48.10372","48.10372","0","8.3375",
"01.01.2002 05:00:00","0","0.6028821","-22.64774","36.57952","-1.733109","42.23159","0","0","0","0","42.23159","0","17","15.7132","16.3566","0","0","0","49.68423","49.68423","0","8.2375",
"01.01.2002 06:00:00","0","0.6059129","-23.02028","36.21712","-1.740473","43.46128","0","0","0","0","43.46128","0","17","15.66065","16.33033","0","0","0","51.13092","51.13092","0","8.1375",
"01.01.2002 07:00:00","0","0.6077185","-23.18616","36.00208","-1.746468","44.38925","0","0","0","0","44.38925","0","17","15.61419","16.30709","0","0","0","52.22266","52.22266","0","8.1",
"01.01.2002 08:00:00","0","0.6091396","-23.24003","35.63832","-1.753101","45.25672","0","0","0","0","45.25672","0","17","15.56624","16.28312","0","0","0","53.24319","53.24319","0","8.1",
"01.01.2002 09:00:00","0","0.6014545","-22.62609","35.31903","-1.733077","41.70549","0","0","0","23.05677","41.70549","0","17","15.77178","16.38589","0","0","0","49.06528","49.06528","0","8.225",
"01.01.2002 10:00:00","-0.03098","0.5571148","-18.87091","35.34901","-1.603906","20.87057","0","0","0","99.01352","20.87057","0","17.00993","16.98267","16.9963","0","0","0","24.55361","24.55361","0","9.1125",
"01.01.2002 11:00:00","-0.369337","0.5057979","-14.49457","35.21337","-1.523513","7.203795","0","0","0","113.9161","7.203795","0","17.12781","17.63383","17.38082","0","0","0","8.475053","8.475053","0","10.35",
"01.01.2002 12:00:00","-1.084392","0.4677655","-11.38934","34.19436","-1.437187","2.166385","0","0","0","117.775","2.166385","0","17.46186","18.07932","17.77059","0","0","0","2.548688","2.548688","0","11.4875",
"01.01.2002 13:00:00","-1.118387","0.4318155","-9.012623","33.79963","-1.425003","1.158861","0","0","0","96.37025","1.158861","0","17.53412","18.00834","17.77123","0","0","0","1.363366","1.363366","0","12.3375",
"01.01.2002 14:00:00","-0.958818","0.4055633","-7.678565","33.68485","-1.431649","0.576177","0","0","0","89.28506","0.5761771","0","17.51072","17.99767","17.7542","0","0","0","0.677855","0.677855","0","12.7875",
"01.01.2002 15:00:00","-0.764826","0.3933536","-7.141779","33.88844","-1.474836","1.976574","0","0","0","58.0037","1.976859","0","17.3847","17.68743","17.53607","0","0","0","2.325381","2.325381","0","12.9",
"01.01.2002 16:00:00","-0.418221","0.3923905","-7.485182","34.59397","-1.544814","5.64811","0","0","0","33.63404","5.648857","0","17.16813","17.28843","17.22828","0","0","0","6.644836","6.644836","0","12.5875",
"01.01.2002 17:00:00","-0.025873","0.4133241","-8.94759","35.59632","-1.628013","14.61398","0","0","0","2.652122","14.61488","0","17.01125","16.71901","16.86513","0","0","0","17.19292","17.19292","0","11.9625",
"01.01.2002 18:00:00","0","0.439235","-10.4606","36.49602","-1.655228","19.62231","0","0","0","0","19.62231","0","17","16.46229","16.73115","0","0","0","23.08507","23.08507","0","11.45",
"01.01.2002 19:00:00","0","0.4585716","-11.57822","37.26064","-1.664036","22.16411","0","0","0","0","22.16411","0","17","16.34179","16.67089","0","0","0","26.07542","26.07542","0","11.1125",
"01.01.2002 20:00:00","0","0.4757414","-12.61796","37.72562","-1.669832","24.12175","0","0","0","0","24.12175","0","17","16.26344","16.63172","0","0","0","28.37853","28.37853","0","10.8125",
"01.01.2002 21:00:00","0","0.491478","-13.66184","38.06493","-1.674857","25.9185","0","0","0","0","25.9185","0","17","16.19916","16.59958","0","0","0","30.49235","30.49235","0","10.5125",
"01.01.2002 22:00:00","0","0.5082439","-14.77508","38.13174","-1.680629","27.80849","0","0","0","0","27.80849","0","17","16.13746","16.56873","0","0","0","32.71587","32.71587","0","10.2125",
"01.01.2002 23:00:00","0","0.5292882","-16.06073","37.52665","-1.689721","30.06391","0","0","0","0","30.06391","0","17","16.0692","16.5346","0","0","0","35.3693","35.3693","0","9.9125",
"02.01.2002","0","0.5428843","-17.16196","36.23873","-1.702362","32.07336","0","0","0","0","32.07336","0","17","16.00611","16.50306","0","0","0","37.73336","37.73336","0","9.6125",
"02.01.2002 01:00:00","0","0.5597311","-18.70718","35.25225","-1.714167","32.64544","0","2.439958","0","0","32.64544","0","17","15.94385","16.47192","2.43996","0","2.43996","38.40641","38.40641","0","9.1875",
"02.01.2002 02:00:00","0","0.5838232","-20.75222","34.4127","-1.726588","35.9781","0","2.439958","0","0","35.9781","0","17","15.86721","16.43361","2.43996","0","2.43996","42.32717","42.32717","0","8.6875",
"02.01.2002 03:00:00","0","0.6065965","-22.84822","33.71309","-1.738515","39.3601","0","2.439958","0","0","39.3601","0","17","15.79105","16.39552","2.43996","0","2.43996","46.306","46.306","0","8.1875",
"02.01.2002 04:00:00","0","0.6218873","-24.40983","33.36415","-1.747965","42.10338","0","2.439958","0","0","42.10338","0","17","15.72108","16.36054","2.43996","0","2.43996","49.53339","49.53339","0","7.8125",
"02.01.2002 05:00:00","0","0.6336995","-25.67776","33.26712","-1.755506","44.44101","0","2.439958","0","0","44.44101","0","17","15.65761","16.32881","2.43996","0","2.43996","52.28354","52.28354","0","7.5125",
"02.01.2002 06:00:00","0.136559","0.8022305","-46.39791","26.22021","-1.338752","163.2399","0","2.439958","0","0","158.1507","0","20.91718","16.02737","18.47228","2.43996","0","2.43996","192.047","192.047","0","7.2125",
"02.01.2002 07:00:00","-0.000006","0.821951","-48.50166","26.28434","-1.157937","139.9886","0","2.439958","0","0","139.9885","0","21","16.39841","18.69921","2.43996","0","2.43996","164.6925","164.6925","0","6.975",
"02.01.2002 08:00:00","0","0.970217","-49.79781","26.49677","-1.117935","114.2699","55.42191","4.879916","4.06389","0","106.0319","0","21","16.75994","18.87997","4.879914","55.42191","66.58693","134.4352","134.4352","6.285114","6.775",
"02.01.2002 09:00:00","0","1.114584","-50.42873","26.54136","-1.093223","110.9096","55.42191","9.759832","8.127781","3.157531","94.35717","0","21","16.99154","18.99577","9.759834","55.42191","77.75197","130.4818","130.4818","12.57023","6.7",
"02.01.2002 10:00:00","0","1.242606","-49.16121","26.64657","-1.060504","103.7638","55.42191","14.63975","12.19167","16.87701","79.24791","0","21","17.30359","19.15179","14.63975","55.42191","88.91699","122.0751","122.0751","18.85534","6.8875",
"02.01.2002 11:00:00","0","1.365397","-46.99643","27.59583","-1.019087","94.52275","55.42191","19.51966","16.25556","29.31532","62.66198","0","21","17.64781","19.32391","19.51966","55.42191","100.082","111.2032","111.2032","25.14046","7.25",
"02.01.2002 12:00:00","0","1.354799","-45.43262","28.62463","-0.9862649","87.07203","55.42191","19.51966","16.25556","32.3197","55.8412","0","21","17.88128","19.44064","19.51966","55.42191","100.082","102.4377","102.4377","25.14046","7.525",
"02.01.2002 13:00:00","0","1.077826","-45.12788","29.09387","-0.9784817","83.5331","55.42191","9.759832","8.127781","25.75844","68.00958","0","21","17.91168","19.45584","9.759834","55.42191","77.75197","98.27423","98.27423","12.57023","7.6",
"02.01.2002 14:00:00","0","1.21737","-45.20859","29.02812","-0.9735092","83.38506","55.42191","14.63975","12.19167","23.56339","60.10257","0","21","17.96157","19.48078","14.63975","55.42191","88.91699","98.10007","98.10007","18.85534","7.6",
"02.01.2002 15:00:00","0","1.355863","-45.45457","29.38906","-0.9676128","83.68248","55.42191","19.51966","16.25556","19.57663","52.47686","0","21","18.00526","19.50263","19.51966","55.42191","100.082","98.44997","98.44997","25.14046","7.5375",
"02.01.2002 16:00:00","0","1.360027","-46.0447","30.19677","-0.9674267","85.17368","55.42191","19.51966","16.25556","10.61052","53.73116","0","21","17.96124","19.48062","19.51966","55.42191","100.082","100.2043","100.2043","25.14046","7.4375",
"02.01.2002 17:00:00","0","1.093505","-47.39289","30.46103","-0.9780851","86.95034","55.42191","9.759832","8.127781","1.229835","70.96975","0","21","17.83489","19.41744","9.759834","55.42191","77.75197","102.2945","102.2945","12.57023","7.2125",
"02.01.2002 18:00:00","0","0.9640018","-49.16652","30.6138","-0.9836378","88.68057","55.42191","4.879916","4.06389","0","80.47005","0","21","17.78331","19.39165","4.879914","55.42191","66.58693","104.3301","104.3301","6.285114","6.85",
"02.01.2002 19:00:00","0","0.8438764","-51.89463","31.10293","-1.012004","95.41469","55.42191","2.439958","0","0","95.41469","0","21","17.4958","19.2479","2.43996","55.42191","57.86186","112.2526","112.2526","0","6.3875",
"02.01.2002 20:00:00","-2.462572","0.7360865","-35.08593","38.20781","-1.364508","24.4789","0","2.439958","0","0","24.51386","0","17.74651","16.95429","17.3504","2.43996","0","2.43996","28.79871","28.79871","0","6.2",
"02.01.2002 21:00:00","-0.096338","0.6986922","-32.78233","40.11247","-1.609008","39.05912","0","2.439958","0","0","39.06173","0","17.01573","16.65952","16.83762","2.43996","0","2.43996","45.95192","45.95192","0","6.0125",
"02.01.2002 22:00:00","0","0.7047004","-33.98143","41.4614","-1.631293","44.13299","0","2.439958","0","0","44.13299","0","17","16.46847","16.73424","2.43996","0","2.43996","51.92117","51.92117","0","5.7125",
"02.01.2002 23:00:00","0","0.7233298","-35.81663","42.91386","-1.638773","47.9454","0","2.439958","0","0","47.9454","0","17","16.32675","16.66338","2.43996","0","2.43996","56.40635","56.40635","0","5.4125",
"03.01.2002","0","0.740163","-37.60586","43.51704","-1.647961","51.35065","0","2.439958","0","0","51.35066","0","17","16.20418","16.60209","2.43996","0","2.43996","60.41254","60.41254","0","5.1125",
"03.01.2002 01:00:00","0","0.7480738","-38.5752","43.68465","-1.658104","53.68322","0","2.439958","0","0","53.68322","0","17","16.09822","16.54911","2.43996","0","2.43996","63.15673","63.15673","0","4.9375",
"03.01.2002 02:00:00","0","0.7495568","-38.78175","43.58564","-1.668182","55.01555","0","2.439958","0","0","55.01556","0","17","16.00739","16.50369","2.43996","0","2.43996","64.72418","64.72418","0","4.9",
"03.01.2002 03:00:00","0","0.7522649","-39.13284","43.45171","-1.677871","56.46544","0","2.439958","0","0","56.46544","0","17","15.92184","16.46092","2.43996","0","2.43996","66.42993","66.42993","0","4.8375",
"03.01.2002 04:00:00","0","0.7537263","-39.33963","43.29895","-1.687136","57.66866","0","2.439958","0","0","57.66866","0","17","15.84135","16.42068","2.43996","0","2.43996","67.84547","67.84547","0","4.8",
"03.01.2002 05:00:00","0","0.7533448","-39.33026","43.18832","-1.69556","58.54655","0","2.439958","0","0","58.54655","0","17","15.76737","16.38369","2.43996","0","2.43996","68.8783","68.8783","0","4.8",
"03.01.2002 06:00:00","0.152101","0.8971481","-60.90549","33.81335","-1.281129","174.2064","0","2.439958","0","0","169.0374","0","20.91536","16.12432","18.51984","2.43996","0","2.43996","204.9487","204.9487","0","4.8625",
"03.01.2002 07:00:00","-0.00002","0.9042438","-61.45577","33.63754","-1.103634","150.9967","0","2.439958","0","0","150.9965","0","21","16.48095","18.74047","2.43996","0","2.43996","177.6431","177.6431","0","4.9",
"03.01.2002 08:00:00","0","1.043493","-61.57772","33.69101","-1.065028","125.4944","55.42191","4.879916","4.06389","0","116.1512","0","21","16.83411","18.91706","4.879914","55.42191","66.58693","147.6405","147.6405","6.285114","4.9",
"03.01.2002 09:00:00","0","1.172349","-60.05407","33.76489","-1.008533","115.0835","55.42191","9.759832","8.127781","32.04094","96.69133","0","21","17.36488","19.18244","9.759834","55.42191","77.75197","135.3923","135.3923","12.57023","5.15",
