"Date/Time","Internal Natural vent.","Sensible Cooling","Mech Vent + Nat Vent + Infiltration","External Infiltration","Total Cooling","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Computer + Equip","Occupancy","Solar Gains Interior Windows","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","Cooling (Electricity)","DHW (Electricity)","Outside Dry-Bulb Temperature",
"01.01.2002 11:00:00","-0.674677","0","0.1835175","-7.956848","0","33.35335","-1.289642","0","0","0","0","2.787322","100.6547","0","0","18.0891","18.79177","18.44043","0","0","0","0","0","0","0","10.35",
"01.01.2002 12:00:00","-0.571467","0","0.178749","-7.404445","0","31.51975","-1.116053","0","0","0","0","3.255757","119.5108","0","0","18.88603","19.45767","19.17185","0","0","0","0","0","0","0","11.4875",
"01.01.2002 13:00:00","-0.454754","0","0.1746644","-6.814699","0","30.58326","-1.024787","0","0","0","0","3.022766","104.977","0","0","19.27996","19.67315","19.47656","0","0","0","0","0","0","0","12.3375",
"01.01.2002 14:00:00","-0.339726","0","0.1710196","-6.3943","0","30.23822","-1.000462","0","0","0","0","2.695466","92.25625","0","0","19.39414","19.72829","19.56122","0","0","0","0","0","0","0","12.7875",
"01.01.2002 15:00:00","-0.251804","0","0.1679089","-6.079782","0","30.4138","-1.035402","0","0","0","0","1.808732","62.59138","0","0","19.25411","19.48614","19.37012","0","0","0","0","0","0","0","12.9",
"01.01.2002 16:00:00","-0.253611","0","0.1668571","-6.03907","0","31.08207","-1.109326","0","0","0","0","1.043464","37.04132","0","0","18.93619","19.13941","19.0378","0","0","0","0","0","0","0","12.5875",
"01.01.2002 17:00:00","-0.294321","0","0.1668921","-6.050815","0","32.59916","-1.245658","0","0","0","0","0.077388","2.662475","0","0","18.31853","18.52408","18.4213","0","0","0","0","0","0","0","11.9625",
"01.01.2002 18:00:00","-0.250241","0","0.1657078","-6.065128","0","34.05915","-1.355357","0","0","0","0","0","0","0","0","17.8225","18.17621","17.99936","0","0","0","0","0","0","0","11.45",
"01.01.2002 19:00:00","-0.266908","0","0.1669182","-6.17137","0","35.07467","-1.41427","0","0","0","0","0","0","0","0","17.55364","17.97538","17.76451","0","0","0","0","0","0","0","11.1125",
"01.01.2002 20:00:00","-0.294622","0","0.1686631","-6.344419","0","35.82173","-1.453067","0.293032","0","0","0","0","0","0.293189","0","17.37717","17.83591","17.60654","0","0","0","0.344743","0.344743","0","0","10.8125",
"01.01.2002 21:00:00","-0.237711","0","0.1713159","-6.687514","0","36.39175","-1.477009","1.263401","0","0","0","0","0","1.263401","0","17.28127","17.73102","17.50614","0","0","0","1.486354","1.486354","0","0","10.5125",
"01.01.2002 22:00:00","-0.177915","0","0.1753419","-7.117901","0","36.81107","-1.49487","2.119784","0","0","0","0","0","2.119784","0","17.20684","17.64385","17.42534","0","0","0","2.493864","2.493864","0","0","10.2125",
"01.01.2002 23:00:00","-0.121097","0","0.1808355","-7.641672","0","36.83582","-1.511674","3.479776","0","0","0","0","0","3.479829","0","17.15352","17.56133","17.35743","0","0","0","4.093854","4.093854","0","0","9.9125",
"02.01.2002","-0.093263","0","0.1846608","-8.127506","0","36.37756","-1.524867","4.874765","0","0","0","0","0","4.874776","0","17.1298","17.49291","17.31135","0","0","0","5.735018","5.735018","0","0","9.6125",
"02.01.2002 01:00:00","-0.098678","0","0.1904187","-8.862234","0","35.88923","-1.533322","4.543054","0","3.147854","0","0","0","4.543054","0","17.1381","17.43785","17.28797","3.147854","0","3.147854","5.344769","5.344769","0","0","9.1875",
"02.01.2002 02:00:00","-0.096763","0","0.1984919","-9.823397","0","35.36137","-1.541648","6.355557","0","3.147854","0","0","0","6.355557","0","17.13167","17.38117","17.25642","3.147854","0","3.147854","7.477126","7.477126","0","0","8.6875",
"02.01.2002 03:00:00","-0.086666","0","0.2055311","-10.77585","0","34.7877","-1.552666","8.111256","0","3.147854","0","0","0","8.111257","0","17.11613","17.32526","17.2207","3.147854","0","3.147854","9.542654","9.542654","0","0","8.1875",
"02.01.2002 04:00:00","-0.077146","0","0.2099967","-11.47048","0","34.32941","-1.56268","9.531452","0","3.147854","0","0","0","9.531452","0","17.10176","17.27349","17.18763","3.147854","0","3.147854","11.21347","11.21347","0","0","7.8125",
"02.01.2002 05:00:00","-0.068068","0","0.2131474","-12.01649","0","33.99405","-1.571571","10.72191","0","3.147854","0","0","0","10.72191","0","17.08882","17.22495","17.15689","3.147854","0","3.147854","12.61401","12.61401","0","0","7.5125",
"02.01.2002 06:00:00","0.108946","0","0.2602866","-20.85602","0","26.78853","-1.17662","121.7144","0","3.147854","0","0","0","115.6556","0","20.85768","17.56374","19.21071","3.147854","0","3.147854","143.1934","143.1934","0","0","7.2125",
"02.01.2002 07:00:00","0","0","0.2701856","-22.16063","0","26.48738","-0.9957893","89.41099","0","3.147854","0","0","0","89.41099","0","21","17.90403","19.45201","3.147854","0","3.147854","105.1894","105.1894","0","0","6.975",
"02.01.2002 08:00:00","0","0","0.4176882","-24.09592","0","26.68641","-0.9506183","57.11384","71.50127","6.295709","5.242933","0","0","46.48619","0","21","18.31543","19.65772","6.295707","71.50127","85.90556","67.19276","67.19276","0","8.108594","6.775",
"02.01.2002 09:00:00","0","0","0.5479015","-24.3984","0","27.07508","-0.9192969","52.68975","71.50127","12.59142","10.48587","0.094378","2.901756","31.65471","-0.3215415","21","18.58173","19.79086","12.59142","71.50127","100.3099","61.98794","61.98794","0","16.21718","6.7",
"02.01.2002 10:00:00","0","0","0.673048","-23.82677","0","27.62806","-0.8834026","46.10914","71.50127","18.88713","15.7288","0.499744","15.39861","18.51546","-4.040134","21","18.88916","19.94458","18.88713","71.50127","114.7142","54.24606","54.24606","0","24.32578","6.8875",
"02.01.2002 11:00:00","0","0","0.7964616","-22.8161","0","28.87339","-0.8411672","38.19352","71.50127","25.18283","20.97173","0.870332","26.84272","8.534779","-11.45604","21","19.21405","20.10702","25.18283","71.50127","129.1185","44.93355","44.93355","0","32.43437","7.25",
"02.01.2002 12:00:00","0","0","0.7932709","-22.08313","0","30.01715","-0.8088282","31.38786","71.50127","25.18283","20.97173","0.968261","29.82693","5.863265","-14.78221","21","19.44322","20.22161","25.18283","71.50127","129.1185","36.92688","36.92688","0","32.43437","7.525",
"02.01.2002 13:00:00","0","0","0.5369266","-21.9508","0","30.54697","-0.7992555","27.18546","71.50127","12.59142","10.48587","0.768888","23.65334","12.70469","-5.555667","21","19.48581","20.24291","12.59142","71.50127","100.3099","31.98289","31.98289","0","16.21718","7.6",
"02.01.2002 14:00:00","0","0","0.6659544","-22.01681","0","30.54451","-0.7921546","27.00088","71.50127","18.88713","15.7288","0.702857","21.61986","7.286915","-10.34579","21","19.55142","20.27571","18.88713","71.50127","114.7142","31.76574","31.76574","0","24.32578","7.6",
"02.01.2002 15:00:00","0","0","0.7941565","-22.13046","0","30.96588","-0.7837875","27.2299","71.50127","25.18283","20.97173","0.584457","17.97832","4.230857","-17.28346","21","19.61283","20.30642","25.18283","71.50127","129.1185","32.03518","32.03518","0","32.43437","7.5375",
"02.01.2002 16:00:00","0","0","0.7954565","-22.40681","0","31.77612","-0.7807214","28.07187","71.50127","25.18283","20.97173","0.316891","9.744842","4.335357","-16.85252","21","19.59527","20.29763","25.18283","71.50127","129.1185","33.02573","33.02573","0","32.43437","7.4375",
"02.01.2002 17:00:00","0","0","0.542358","-23.05503","0","32.02979","-0.7893434","28.15247","71.50127","12.59142","10.48587","0.036797","1.131103","12.98869","-5.461745","21","19.49058","20.24529","12.59142","71.50127","100.3099","33.12056","33.12056","0","16.21718","7.2125",
"02.01.2002 18:00:00","0","0","0.4169545","-23.89897","0","32.0623","-0.794683","28.41484","71.50127","6.295709","5.242933","0","0","20.18177","-2.357651","21","19.4429","20.22145","6.295707","71.50127","85.90556","33.42922","33.42922","0","8.108594","6.85",
"02.01.2002 19:00:00","-0.003417","0","0.277781","-23.74599","0","32.18375","-0.8029674","26.3716","71.50127","3.147854","0","0","0","26.37164","0","21.0036","19.35073","20.17717","3.147854","71.50127","74.64912","31.0254","31.0254","0","0","6.3875",
"02.01.2002 20:00:00","-1.554737","0","0.2677886","-19.75379","0","35.65683","-1.004126","0","0","3.147854","0","0","0","0","0","19.26219","18.89247","19.07733","3.147854","0","3.147854","0","0","0","0","6.2",
"02.01.2002 21:00:00","-1.767282","0","0.2499081","-16.58825","0","38.71138","-1.270269","1.817895","0","3.147854","0","0","0","1.820948","0","17.85604","18.50231","18.17917","3.147854","0","3.147854","2.1387","2.1387","0","0","6.0125",
"02.01.2002 22:00:00","-1.328373","0","0.2459534","-16.56541","0","39.97182","-1.362896","4.22234","0","3.147854","0","0","0","4.222352","0","17.55306","18.24364","17.89835","3.147854","0","3.147854","4.967459","4.967459","0","0","5.7125",
"02.01.2002 23:00:00","-1.075754","0","0.2480136","-17.11853","0","40.97691","-1.394221","6.628674","0","3.147854","0","0","0","6.628674","0","17.44345","18.07821","17.76083","3.147854","0","3.147854","7.79844","7.79844","0","0","5.4125",
"03.01.2002","-0.877791","0","0.2509662","-17.76731","0","41.56769","-1.414596","8.63547","0","3.147854","0","0","0","8.635469","0","17.37503","17.95551","17.66527","3.147854","0","3.147854","10.15938","10.15938","0","0","5.1125",
"03.01.2002 01:00:00","-0.712545","0","0.2521581","-18.1136","0","42.049","-1.430762","9.965686","0","3.147854","0","0","0","9.965685","0","17.32079","17.85754","17.58917","3.147854","0","3.147854","11.72434","11.72434","0","0","4.9375",
"03.01.2002 02:00:00","-0.572169","0","0.2517247","-18.13995","0","42.37942","-1.444327","10.76","0","3.147854","0","0","0","10.76","0","17.27664","17.77595","17.52629","3.147854","0","3.147854","12.65883","12.65883","0","0","4.9",
"03.01.2002 03:00:00","-0.45","0","0.2517267","-18.23528","0","42.59666","-1.456607","11.51469","0","3.147854","0","0","0","11.51469","0","17.23771","17.70295","17.47033","3.147854","0","3.147854","13.54669","13.54669","0","0","4.8375",
"03.01.2002 04:00:00","-0.33539","0","0.2513143","-18.26326","0","42.71443","-1.468555","12.11652","0","3.147854","0","0","0","12.11652","0","17.20112","17.63526","17.41819","3.147854","0","3.147854","14.25472","14.25472","0","0","4.8",
"03.01.2002 05:00:00","-0.232182","0","0.2503824","-18.19786","0","42.78739","-1.479571","12.55721","0","3.147854","0","0","0","12.55721","0","17.16836","17.57361","17.37099","3.147854","0","3.147854","14.7732","14.7732","0","0","4.8",
"03.01.2002 06:00:00","0.103053","0","0.2894334","-27.22954","0","33.99868","-1.094898","120.4567","0","3.147854","0","0","0","114.535","0","20.86069","17.88413","19.37241","3.147854","0","3.147854","141.7138","141.7138","0","0","4.8625",
"03.01.2002 07:00:00","0","0","0.2948713","-27.85885","0","33.68425","-0.919214","86.53342","0","3.147854","0","0","0","86.53342","0","21","18.19845","19.59922","3.147854","0","3.147854","101.804","101.804","0","0","4.9",
"03.01.2002 08:00:00","0","0","0.4409145","-29.59758","0","33.89096","-0.8751213","56.18612","71.50127","6.295709","5.242933","0","0","44.13227","0","21","18.59731","19.79865","6.295707","71.50127","85.90556","66.10132","66.10132","0","8.108594","4.9",
"03.01.2002 09:00:00","0","0","0.5658832","-28.89529","0","34.34921","-0.8222633","48.23801","71.50127","12.59142","10.48587","0.622217","23.62984","27.51777","-3.011567","21","19.06201","20.031","12.59142","71.50127","100.3099","56.7506","56.7506","0","16.21718","5.15",
"03.01.2002 10:00:00","-0.110646","0","0.6741626","-24.54007","0","34.77918","-0.6670959","21.96327","71.50127","18.88713","15.70462","2.637625","104.9392","6.59005","-16.98252","21.07509","20.41261","20.74385","18.88713","71.50127","114.7142","25.83915","25.83915","0","24.32578","6.675",
"03.01.2002 11:00:00","-0.94068","0","0.782506","-20.04517","0","33.99693","-0.499076","4.182449","71.50127","25.18283","20.56135","3.295148","133.7867","0","-34.74412","21.55123","21.49058","21.5209","25.18283","71.50127","129.1185","4.920528","4.920528","0","32.43437","8.5625",
"03.01.2002 12:00:00","-1.301738","0","0.7724778","-17.51606","0","32.56833","-0.3717396","0","71.50127","25.18283","19.95288","3.192404","122.691","0","-36.05723","22.10596","21.95967","22.03282","25.18283","71.50127","129.1185","0","0","0","32.43437","10.075",
"03.01.2002 13:00:00","-1.150345","0","0.5078721","-15.7988","0","31.59982","-0.3228521","0","71.50127","12.59142","9.793886","2.916002","105.3406","0","-16.82032","22.38845","22.02027","22.20436","12.59142","71.50127","100.3099","0","0","0","16.21718","11.1625",
"03.01.2002 14:00:00","-0.939393","0","0.6306038","-15.09327","0","30.59829","-0.2274516","0","71.50127","18.88713","14.41248","3.153785","121.8826","0","-24.5865","22.81573","22.49841","22.65707","18.88713","71.50127","114.7142","0","0","0","24.32578","11.875",
"03.01.2002 15:00:00","-0.896985","0","0.7629045","-15.53031","0","30.15075","-0.1114869","0","71.50127","25.18283","18.66242","3.025534","119.5307","0","-33.26254","23.26252","22.93665","23.09958","25.18283","71.50127","129.1185","0","0","0","32.43437","12.1625",
"03.01.2002 16:00:00","-1.103151","0","0.7696466","-16.11551","0","30.21446","-0.1369305","0","71.50127","25.18283","18.58685","1.704188","66.10795","0","-33.73361","23.14436","22.62705","22.88571","25.18283","71.50127","129.1185","0","0","0","32.43437","11.8875",
"03.01.2002 17:00:00","-1.286645","0","0.5169669","-16.64538","0","30.64017","-0.3382267","0","71.50127","12.59142","9.658574","0.125506","4.62183","0","-17.09931","22.36532","21.64391","22.00462","12.59142","71.50127","100.3099","0","0","0","16.21718","10.95",
"03.01.2002 18:00:00","-1.320251","0","0.3899593","-17.19952","0","30.68375","-0.4961374","0.766197","71.50127","6.295709","5.018474","0","0","0","-7.999542","21.77135","21.11211","21.44173","6.295707","71.50127","85.90556","0.901408","0.901408","0","8.108594","10.0625",
"03.01.2002 19:00:00","-1.24416","0","0.2532173","-17.40078","0","29.94092","-0.5604948","2.33044","71.50127","3.147854","0","0","0","2.33044","0","21.62279","20.86593","21.24436","3.147854","71.50127","74.64912","2.741694","2.741694","0","0","9.425",
"03.01.2002 20:00:00","-1.654665","0","0.2489119","-15.97157","0","31.74523","-0.7444826","0","0","3.147854","0","0","0","0","0","20.26904","20.33558","20.30231","3.147854","0","3.147854","0","0","0","0","8.7625",
"03.01.2002 21:00:00","-1.811128","0","0.2468353","-15.47287","0","32.94726","-0.9463165","0","0","3.147854","0","0","0","0","0","19.32948","19.89645","19.61297","3.147854","0","3.147854","0","0","0","0","8.0625",
"03.01.2002 22:00:00","-1.872126","0","0.2471358","-15.72152","0","33.22631","-1.069245","0","0","3.147854","0","0","0","0","0","18.78746","19.5873","19.18738","3.147854","0","3.147854","0","0","0","0","7.3625",
"03.01.2002 23:00:00","-2.083929","0","0.2514529","-16.49044","0","33.21078","-1.141233","0","0","3.147854","0","0","0","0","0","18.47334","19.35613","18.91473","3.147854","0","3.147854","0","0","0","0","6.6625",
"04.01.2002","-2.270178","0","0.2569321","-17.47089","0","33.19164","-1.201347","0.742158","0","3.147854","0","0","0","0.7423032","0","18.21777","19.15948","18.68862","3.147854","0","3.147854","0.873127","0.873127","0","0","5.9625",
"04.01.2002 01:00:00","-2.213957","0","0.2653497","-19.17998","0","32.89643","-1.247082","3.291412","0","3.147854","0","0","0","3.291411","0","18.04924","18.98421","18.51673","3.147854","0","3.147854","3.872249","3.872249","0","0","5.1375",
"04.01.2002 02:00:00","-2.152698","0","0.2762691","-21.4971","0","32.27979","-1.290975","5.921031","0","3.147854","0","0","0","5.921031","0","17.88097","18.819","18.34998","3.147854","0","3.147854","6.965919","6.965919","0","0","4.1125",
"04.01.2002 03:00:00","-2.0524","0","0.2870663","-23.96402","0","31.41164","-1.336273","8.959728","0","3.147854","0","0","0","8.959844","0","17.71858","18.65758","18.18808","3.147854","0","3.147854","10.54086","10.54086","0","0","3.075",
"04.01.2002 04:00:00","-1.812527","0","0.2939147","-25.82343","0","30.2473","-1.372726","12.31158","0","3.147854","0","0","0","12.31158","0","17.62261","18.51634","18.06948","3.147854","0","3.147854","14.48421","14.48421","0","0","2.325",
"04.01.2002 05:00:00","-1.593647","0","0.2986263","-27.29827","0","29.22558","-1.401433","14.97387","0","3.147854","0","0","0","14.97387","0","17.55181","18.39714","17.97447","3.147854","0","3.147854","17.61632","17.61632","0","0","1.725",
"04.01.2002 06:00:00","-0.017913","0","0.3369323","-39.18467","0","23.22693","-1.067064","117.0276","0","3.147854","0","0","0","111.9015","0","20.88643","18.60648","19.74646","3.147854","0","3.147854","137.6796","137.6796","0","0","1.125",
"04.01.2002 07:00:00","0.000003","0","0.3461827","-41.45202","0","22.43262","-0.9196898","84.07717","0","3.147854","0","0","0","84.07719","0","21","18.8301","19.91505","3.147854","0","3.147854","98.91431","98.91431","0","0","0.65",
"04.01.2002 08:00:00","0","0","0.4977617","-45.27979","0","21.99645","-0.8856964","61.51117","71.50127","6.295709","5.242933","0","0","48.09779","-2.062092","21","19.175","20.0875","6.295707","71.50127","85.90556","72.36608","72.36608","0","8.108594","0.25",
"04.01.2002 09:00:00","-0.000641","0","0.6252947","-45.55242","0","22.02539","-0.8372907","60.01172","71.50127","12.59142","10.48587","0.681456","26.39164","36.32212","-7.400671","21.00047","19.62529","20.31288","12.59142","71.50127","100.3099","70.60202","70.60202","0","16.21718","0.1625",
"04.01.2002 10:00:00","-0.358289","0","0.7396966","-41.87268","0","22.44551","-0.6563703","36.59245","71.50127","18.88713","15.67668","3.10117","127.8965","14.94446","-23.01017","21.14542","21.17581","21.16062","18.88713","71.50127","114.7142","43.04995","43.04995","0","24.32578","1.2",
"04.01.2002 11:00:00","-2.368426","0","0.8553777","-37.39864","0","22.91497","-0.401308","12.56749","71.50127","25.18283","20.29871","4.323712","190.2144","0.8153098","-45.0084","21.8033","22.75187","22.27758","25.18283","71.50127","129.1185","14.78528","14.78528","0","32.43437","2.8",
"04.01.2002 12:00:00","-3.492424","0","0.8481302","-34.11818","0","23.03035","-0.211512","2.499829","71.50127","25.18283","19.54605","4.297378","187.374","0","-51.92848","22.49073","23.51064","23.00069","25.18283","71.50127","129.1185","2.940975","2.940975","0","32.43437","4.275",
"04.01.2002 13:00:00","-3.731273","0","0.5886415","-32.55276","0","22.41266","-9.274949E-02","0","71.50127","12.59142","9.429314","4.177769","178.7982","0","-26.58012","23.15056","23.82827","23.48942","12.59142","71.50127","100.3099","0","0","0","16.21718","5.3625",
"04.01.2002 14:00:00","-3.528085","0","0.7160513","-32.03931","0","22.39906","1.394763E-02","0","71.50127","18.88713","13.77427","4.08189","174.5154","0","-39.32407","23.49265","24.24706","23.86986","18.88713","71.50127","114.7142","0","0","0","24.32578","5.95",
"04.01.2002 15:00:00","-3.42924","0","0.8478934","-32.71997","0","22.80049","0.1084195","0","71.50127","25.18283","18.02164","4.04811","175.9008","0","-53.00381","23.76658","24.68469","24.22564","25.18283","71.50127","129.1185","0","0","0","32.43437","6.0375",
"04.01.2002 16:00:00","-3.893742","0","0.8495997","-32.81688","0","23.77674","8.42565E-03","0","71.50127","25.18283","18.28016","2.321493","92.56292","0","-52.98746","23.28315","23.99319","23.63817","25.18283","71.50127","129.1185","0","0","0","32.43437","5.5625",
"04.01.2002 17:00:00","-3.649069","0","0.5936916","-33.24096","0","24.75048","-0.3031381","6.501083","71.50127","12.59142","9.756498","0.211531","7.635714","1.121898","-21.10882","22.21171","22.49867","22.35519","12.59142","71.50127","100.3099","7.648333","7.648333","0","16.21718","4.4875",
"04.01.2002 18:00:00","-2.650883","0","0.4687109","-34.67494","0","24.39468","-0.4682036","14.45335","71.50127","6.295709","5.027267","0","0","8.282012","-7.301856","21.78975","21.78412","21.78693","6.295707","71.50127","85.90556","17.00394","17.00394","0","8.108594","3.75",
"04.01.2002 19:00:00","-2.63423","0","0.3280251","-34.26423","0","23.80376","-0.5099304","14.74538","71.50127","3.147854","0","0","0","14.74539","0","21.81072","21.4979","21.65431","3.147854","71.50127","74.64912","17.34752","17.34752","0","0","3.2875",
"04.01.2002 20:00:00","-4.431194","0","0.3205829","-30.46722","0","26.22315","-0.7263348","0","0","3.147854","0","0","0","0","0","20.08934","20.89095","20.49014","3.147854","0","3.147854","0","0","0","0","2.7875",
"04.01.2002 21:00:00","-4.631614","0","0.3139392","-28.60756","0","27.82932","-0.9684781","0.251475","0","3.147854","0","0","0","0.2524327","0","19.0118","20.35798","19.68489","3.147854","0","3.147854","0.295853","0.295853","0","0","2.35",
"04.01.2002 22:00:00","-4.303996","0","0.3133689","-28.83138","0","28.42896","-1.082385","3.092827","0","3.147854","0","0","0","3.092832","0","18.59759","20.00333","19.30046","3.147854","0","3.147854","3.63862","3.63862","0","0","1.8875",
"04.01.2002 23:00:00","-4.000181","0","0.3157054","-29.67706","0","28.55877","-1.13679","5.973148","0","3.147854","0","0","0","5.973147","0","18.39744","19.761","19.07922","3.147854","0","3.147854","7.027233","7.027233","0","0","1.45",
"05.01.2002","-3.772203","0","0.318102","-30.62059","0","28.65108","-1.180377","8.219868","0","3.147854","0","0","0","8.219868","0","18.2397","19.56891","18.9043","3.147854","0","3.147854","9.670433","9.670433","0","0","0.9875",
"05.01.2002 01:00:00","-3.561596","0","0.3193255","-30.96454","0","28.68604","-1.217153","9.702567","0","3.147854","0","0","0","9.702566","0","18.107","19.40258","18.75479","3.147854","0","3.147854","11.41478","11.41478","0","0","0.8",
"05.01.2002 02:00:00","-3.326","0","0.3192352","-30.98895","0","28.0449","-1.251038","10.94982","0","3.147854","0","0","0","10.94984","0","18.00227","19.25788","18.63008","3.147854","0","3.147854","12.88214","12.88214","0","0","0.7375",
"05.01.2002 03:00:00","-3.069178","0","0.3176713","-30.88247","0","27.25938","-1.278479","12.25467","0","3.147854","0","0","0","12.25467","0","17.93626","19.13654","18.5364","3.147854","0","3.147854","14.41726","14.41726","0","0","0.7",
"05.01.2002 04:00:00","-2.847631","0","0.315967","-30.69715","0","26.62649","-1.30114","13.24789","0","3.147854","0","0","0","13.24789","0","17.88246","19.0301","18.45628","3.147854","0","3.147854","15.58575","15.58575","0","0","0.7",
"05.01.2002 05:00:00","-2.6422","0","0.3146151","-30.54681","0","26.08525","-1.322129","14.16332","0","3.147854","0","0","0","14.16332","0","17.83137","18.92956","18.38046","3.147854","0","3.147854","16.66273","16.66273","0","0","0.7",
"05.01.2002 06:00:00","-0.07265","0","0.3412918","-40.28781","0","21.35855","-1.011092","104.8403","0","3.147854","0","0","0","100.3391","0","20.90129","19.13135","20.01632","3.147854","0","3.147854","123.3415","123.3415","0","0","0.7",
"05.01.2002 07:00:00","0.000002","0","0.3444139","-40.86609","0","21.31389","-0.8726574","71.97224","0","3.147854","0","0","0","71.97226","0","21","19.339","20.1695","3.147854","0","3.147854","84.67322","84.67322","0","0","0.7",
"05.01.2002 08:00:00","-0.070154","0","0.4925687","-43.13516","0","21.5423","-0.8290483","49.36377","71.50127","6.295709","5.234871","0","0","38.26387","-4.040721","21.05295","19.68962","20.37128","6.295707","71.50127","85.90556","58.07502","58.07502","0","8.108594","0.7625",
"05.01.2002 09:00:00","-0.04957","0","0.620041","-42.84319","0","22.18445","-0.7985555","50.35473","71.50127","12.59142","10.45999","0.075731","2.328099","31.02206","-10.7756","21.03747","19.9137","20.47559","12.59142","71.50127","100.3099","59.24086","59.24086","0","16.21718","0.8625",
"05.01.2002 10:00:00","-0.004617","0","0.7434402","-41.40408","0","22.94424","-0.7745778","49.72135","71.50127","18.88713","15.72275","0.373978","11.50068","22.71637","-17.1608","21.00353","20.14416","20.57384","18.88713","71.50127","114.7142","58.4957","58.4957","0","24.32578","1.275",
"05.01.2002 11:00:00","-0.002748","0","0.864688","-39.34541","0","23.63931","-0.7447224","47.34029","71.50127","25.18283","20.96968","0.652015","20.06064","13.63839","-23.4013","21.00215","20.38449","20.69332","25.18283","71.50127","129.1185","55.69447","55.69447","0","32.43437","1.875",
"05.01.2002 12:00:00","-0.048102","0","0.8589384","-37.56997","0","24.15965","-0.7153135","41.09677","71.50127","25.18283","20.94623","0.847707","26.09228","10.96603","-25.48413","21.038","20.58851","20.81326","25.18283","71.50127","129.1185","48.34914","48.34914","0","32.43437","2.4125",
"05.01.2002 13:00:00","-0.239334","0","0.5997548","-36.48765","0","23.88145","-0.6885086","30.05918","71.50127","12.59142","10.4191","0.903308","27.80016","16.60956","-13.99146","21.16972","20.69822","20.93397","12.59142","71.50127","100.3099","35.36374","35.36374","0","16.21718","2.7875",
"05.01.2002 14:00:00","-0.197342","0","0.7251613","-35.71917","0","23.5707","-0.6776875","31.22353","71.50127","18.88713","15.5993","0.817504","25.16218","11.12553","-20.5065","21.15699","20.77515","20.96607","18.88713","71.50127","114.7142","36.73357","36.73357","0","24.32578","3.025",
