"Date/Time","Internal Natural vent.","Mech Vent + Nat Vent + Infiltration","External Infiltration","Relative Humidity","Fanger PMV","Zone Heating","General Lighting","Miscellaneous","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","ac/h","kW","%","","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","0.09867","0.2822648","-10.43755","33.05956","-0.3075456","0","0","2.968597","23.96406","0","0","-34.88517","21.30398","22.00439","21.65418","2.968596","0","51.9868","0","0","49.0182","9.0625",
"01.01.2002 02:00:00","0.096773","0.2827878","-10.79743","33.91452","-0.3287019","0","0","2.968597","24.12594","0","0","-35.6457","21.18136","21.92317","21.55227","2.968596","0","51.9868","0","0","49.0182","8.675",
"01.01.2002 03:00:00","0.089725","0.2834854","-11.01686","34.49629","-0.3427117","0","0","2.968597","24.22802","0","0","-35.9928","21.10125","21.86019","21.48072","2.968596","0","51.9868","0","0","49.0182","8.475",
"01.01.2002 04:00:00","0.079475","0.2839137","-11.15188","34.72128","-0.3558241","0","0","2.968597","24.31067","0","0","-36.19959","21.03571","21.80684","21.42128","2.968596","0","51.9868","0","0","49.0182","8.3375",
"01.01.2002 05:00:00","0.070346","0.2841803","-11.23897","34.78392","-0.3675113","0","0","2.968597","24.37568","0","0","-36.33196","20.98222","21.75987","21.37104","2.968596","0","51.9868","0","0","49.0182","8.2375",
"01.01.2002 06:00:00","0.04163","0.2847714","-11.58811","34.44468","-0.3615115","9.573346","0","2.968597","24.2732","0","2.188961","-29.59014","21.11015","21.72975","21.41995","2.968596","0","51.9868","11.26276","11.26276","49.0182","8.1375",
"01.01.2002 07:00:00","-0.062485","0.2442307","-12.73352","32.69171","-0.2742444","0","139.5241","14.84299","18.77284","0","0","-31.58554","21.95016","21.93882","21.94449","14.84298","139.5241","193.5816","0","0","39.21458","8.1",
"01.01.2002 08:00:00","-0.089065","0.2157229","-15.94081","31.40681","-0.15783","0","69.76203","29.68597","13.50209","0","0","-24.63962","22.50646","22.04807","22.27727","29.68597","69.76203","128.8589","0","0","29.41093","8.1",
"01.01.2002 09:00:00","-0.112052","0.1596691","-13.28579","31.34615","-0.1655749","0","69.76203","14.84299","9.05318","5.153653","0","-16.155","22.3947","22.08636","22.24053","14.84298","69.76203","104.2123","0","0","19.60729","8.225",
"01.01.2002 10:00:00","-0.126404","0.182669","-16.33081","31.0806","-0.1527572","0","69.76203","14.84299","9.038437","22.495","0","-15.17602","22.42456","22.18921","22.30688","14.84298","69.76203","104.2123","0","0","19.60729","9.1125",
"01.01.2002 11:00:00","-0.020996","0.1955094","-16.71355","30.70618","-0.1451352","0","69.76203","14.84299","9.023035","31.66752","0","-13.8366","22.4882","22.28809","22.38814","14.84298","69.76203","104.2123","0","0","19.60729","10.35",
"01.01.2002 12:00:00","-0.245622","0.422781","-38.89489","30.18075","-0.1311258","9.687367","69.76203","29.68597","13.502","37.07676","8.74674","-18.06476","22.48089","22.37644","22.42866","29.68597","69.76203","128.8589","11.3969","11.3969","29.41093","11.4875",
"01.01.2002 13:00:00","-0.066737","0.3642471","-23.48267","29.27199","-0.1332773","7.691379","69.76203","29.68597","17.96446","40.14562","7.068471","-22.42983","22.55262","22.43812","22.49537","29.68597","69.76203","138.6626","9.048681","9.048681","39.21458","12.3375",
"01.01.2002 14:00:00","-0.062915","0.2896425","-19.80389","29.1486","-9.411447E-02","0","69.76203","14.84299","13.27593","33.72733","0","-16.78555","22.60852","22.49207","22.5503","14.84298","69.76203","114.0159","0","0","29.41093","12.7875",
"01.01.2002 15:00:00","-0.020634","0.2609076","-21.10706","28.87487","-0.1247246","0","69.76203","14.84299","8.961009","22.07858","0","-11.04694","22.59618","22.4398","22.51799","14.84298","69.76203","104.2123","0","0","19.60729","12.9",
"01.01.2002 16:00:00","0.067485","0.1434443","-7.51477","28.55904","-0.119173","0","69.76203","14.84299","8.909748","17.05949","0","-11.59201","22.76241","22.41772","22.59006","14.84298","69.76203","104.2123","0","0","19.60729","12.5875",
"01.01.2002 17:00:00","-0.05643","0.2930915","-21.54145","29.12502","-0.1330957","0","69.76203","29.68597","13.44347","1.469202","0","-18.09786","22.55189","22.3564","22.45415","29.68597","69.76203","128.8589","0","0","29.41093","11.9625",
"01.01.2002 18:00:00","-0.023978","0.6732177","-66.11834","29.73994","-0.1137009","24.14082","69.76203","29.68597","17.85081","0","23.21108","-22.3385","22.47082","22.33468","22.40275","29.68597","69.76203","138.6626","28.40096","28.40096","39.21458","11.45",
"01.01.2002 19:00:00","-0.578661","0.6807773","-71.38406","30.15109","-0.1803279","17.29181","139.5241","29.68597","18.53008","0","14.79912","-23.64132","22.31233","22.34679","22.32956","29.68597","139.5241","208.4246","20.3433","20.3433","39.21458","11.1125",
"01.01.2002 20:00:00","-0.169021","0.5731949","-58.77685","29.92252","-0.1243944","0","139.5241","29.68597","18.1561","0","0","-26.47271","22.42765","22.40253","22.41509","29.68597","139.5241","208.4246","0","0","39.21458","10.8125",
