"Date/Time","Internal Natural vent.","Sensible Cooling","Mech Vent + Nat Vent + Infiltration","External Infiltration","Total Cooling","Relative Humidity","Fanger PMV","Zone Heating","Task Lighting","General Lighting","Miscellaneous","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","Cooling (Electricity)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","kW","ac/h","kW","kW","%","","kW","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","-6.66458","0","0.6363841","-25.76967","0","35.08787","-0.9821565","11.10577","0","0","1.886173","10.54954","0","8.619167","-8.053069","18.02522","18.93705","18.48114","1.886171","0","21.0523","13.06562","13.06562","0","19.16613","9.0625",
"01.01.2002 02:00:00","-5.789931","0","0.6381314","-27.12524","0","35.78424","-1.025672","14.92352","0","0","1.886173","10.65534","0","12.32787","-8.16849","17.87662","18.77483","18.32572","1.886171","0","21.0523","17.55709","17.55709","0","19.16613","8.675",
"01.01.2002 03:00:00","-5.460167","0","0.6448783","-28.15957","0","36.36813","-1.043546","17.6346","0","0","1.886173","10.69142","0","14.9861","-8.241869","17.80889","18.6595","18.2342","1.886171","0","21.0523","20.7466","20.7466","0","19.16613","8.475",
"01.01.2002 04:00:00","-5.272375","0","0.649097","-28.85964","0","36.35466","-1.059186","20.07982","0","0","1.886173","10.71674","0","16.97504","-7.877106","17.76519","18.56333","18.16426","1.886171","0","21.0523","23.62332","23.62332","0","19.16613","8.3375",
"01.01.2002 05:00:00","-5.225119","0","0.6514857","-29.33324","0","36.03877","-1.072263","22.34444","0","0","1.886173","10.72978","0","18.56448","-7.277565","17.74054","18.47859","18.10956","1.886171","0","21.0523","26.28758","26.28758","0","19.16613","8.2375",
"01.01.2002 06:00:00","-13.62262","0","0.733371","-38.22845","0","31.19667","-0.8614839","106.1192","0","0","1.886173","9.826703","0","91.498","-2.921428","20.0002","18.56539","19.28279","1.886171","0","21.0523","124.8461","124.8461","0","19.16613","8.1375",
"01.01.2002 07:00:00","-2.847662","0","0.7097717","-49.45764","0","29.37946","-0.6962809","92.40543","0","54.55393","6.529061","7.623646","0","79.00745","-3.278135E-02","20.79199","18.8787","19.83534","6.529059","54.55393","76.41589","108.7123","108.7123","0","15.3329","8.1",
"01.01.2002 08:00:00","-2.74506","0","0.810214","-49.6274","0","29.30128","-0.6574889","72.68932","26.11624","38.07168","18.86173","14.13505","0","53.17467","0","20.8","19.05359","19.9268","18.86173","64.18792","97.09283","85.51685","85.51685","0","14.04319","8.1",
"01.01.2002 09:00:00","-2.726677","0","0.9052059","-48.71912","0","29.67568","-0.6450249","75.86307","26.11624","38.07168","13.05812","20.64644","6.790233","48.58002","0","20.8","19.17209","19.98604","13.05812","64.18792","89.9995","89.25066","89.25066","0","12.75346","8.225",
