"Date/Time","Internal Natural vent.","Sensible Cooling","Mech Vent + Nat Vent + Infiltration","External Infiltration","Total Cooling","Relative Humidity","Fanger PMV","Zone Heating","Task Lighting","General Lighting","Miscellaneous","Occupancy","Solar Gains Exterior Windows","Zone Sensible Heating","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","Electricity","Gas","Heating (Gas)","Cooling (Electricity)","DHW (Electricity)","Outside Dry-Bulb Temperature",
,"kW","kW","ac/h","kW","kW","%","","kW","kW","kW","kW","kW","kW","kW","kW","°C","°C","°C","kW","kW","kW","kW","kW","kW","kW","°C",
"01.01.2002 01:00:00","-1.981416","0","0.4114026","-18.0786","0","34.95179","-0.731154","0","0","0","2.111471","11.3984","0","0","-12.90038","19.12496","20.01802","19.57149","2.111472","0","23.56694","0","0","0","21.45547","9.0625",
"01.01.2002 02:00:00","-2.132508","0","0.4111401","-18.29331","0","35.31498","-0.7859809","0","0","0","2.111471","11.53414","0","0","-13.11583","18.88621","19.85629","19.37125","2.111472","0","23.56694","0","0","0","21.45547","8.675",
"01.01.2002 03:00:00","-2.307124","0","0.4128354","-18.44181","0","35.57514","-0.8162306","0","0","0","2.111471","11.59588","0","0","-13.21188","18.74149","19.7376","19.23954","2.111472","0","23.56694","0","0","0","21.45547","8.475",
"01.01.2002 04:00:00","-2.472199","0","0.4137335","-18.46428","0","35.5379","-0.8421787","0","0","0","2.111471","11.64326","0","0","-13.26246","18.62386","19.63784","19.13085","2.111472","0","23.56694","0","0","0","21.45547","8.3375",
"01.01.2002 05:00:00","-2.609257","0","0.4141791","-18.43525","0","35.39254","-0.8642316","0","0","0","2.111471","11.67993","0","0","-13.28915","18.52798","19.54992","19.03895","2.111472","0","23.56694","0","0","0","21.45547","8.2375",
"01.01.2002 06:00:00","-5.586894","0","0.4428196","-22.37871","0","31.84195","-0.7162751","57.1135","0","0","2.111471","10.91602","0","43.07641","-4.083584","20.16523","19.58919","19.87721","2.111472","0","23.56694","67.19234","67.19234","0","21.45547","8.1375",
"01.01.2002 07:00:00","-1.462941","0","0.414355","-26.91901","0","30.32532","-0.5857798","49.11311","0","61.07024","7.308938","8.517144","0","40.70234","-6.188881","20.84223","19.84576","20.344","7.308936","61.07024","85.54355","57.78012","57.78012","0","17.16438","8.1",
"01.01.2002 08:00:00","-1.440479","0","0.5159615","-26.96946","0","30.31667","-0.550461","24.82407","29.23575","42.61923","21.11471","15.80652","0","10.88271","-7.948741","20.83408","20.01052","20.4223","21.11471","71.85498","108.6903","29.20479","29.20479","0","15.7206","8.1",
"01.01.2002 09:00:00","-1.363696","0","0.6140264","-26.40647","0","30.74027","-0.5400046","29.0598","29.23575","42.61923","14.61788","23.10923","9.069321","13.80787","-15.32015","20.81152","20.14379","20.47766","14.61787","71.85498","100.7497","34.188","34.188","0","14.27683","8.225",
"01.01.2002 10:00:00","-1.369197","0","0.6013799","-23.44523","0","31.28957","-0.4930277","13.31606","29.23575","42.61923","14.61788","23.09398","46.42511","8.20617","-23.35609","20.87321","20.54098","20.70709","14.61787","71.85498","100.7497","15.66595","15.66595","0","14.27683","9.1125",
"01.01.2002 11:00:00","-0.521796","0","0.5873852","-20.60872","0","31.44005","-0.437297","6.145696","29.23575","42.61923","14.61788","22.61535","65.44306","3.496794","-24.21326","21.0975","20.8558","20.97665","14.61787","71.85498","100.7497","7.230231","7.230231","0","14.27683","10.35",
"01.01.2002 12:00:00","0.004633","0","0.7417176","-18.1688","0","31.37489","-0.3772719","0.353991","29.23575","42.61923","21.11471","32.88024","72.27672","0","-37.61572","21.36213","21.12053","21.24133","21.11471","71.85498","114.3849","0.41646","0.41646","0","21.41524","11.4875",
"01.01.2002 13:00:00","0.54389","0","0.766299","-16.898","0","31.31876","-0.30747","0","29.23575","42.61923","21.11471","34.00203","86.21187","0","-39.47258","21.70874","21.4262","21.56747","21.11471","71.85498","118.676","0","0","0","25.70634","12.3375",
"01.01.2002 14:00:00","1.37039","0","0.7315211","-16.66963","0","31.46135","-0.2493545","0","29.23575","42.61923","14.61788","30.76","82.294","0","-37.53912","21.9063","21.63021","21.76825","14.61787","71.85498","107.8881","0","0","0","21.41524","12.7875",
"01.01.2002 15:00:00","1.735731","0","0.5613507","-16.45504","0","31.76309","-0.2643537","0","29.23575","42.61923","14.61788","20.21091","47.4391","0","-25.20167","21.87932","21.46286","21.67109","14.61787","71.85498","100.7497","0","0","0","14.27683","12.9",
"01.01.2002 16:00:00","1.615897","0","0.5626487","-16.75809","0","32.39045","-0.2981239","0.50795","29.23575","42.61923","14.61788","20.33999","32.05339","5.208187E-02","-25.046","21.69936","21.29646","21.49791","14.61787","71.85498","100.7497","0.597588","0.597588","0","14.27683","12.5875",
"01.01.2002 17:00:00","0.762863","0","0.7356765","-17.42145","0","33.54568","-0.3465148","1.669514","29.23575","42.61923","21.11471","31.56336","3.055091","0","-36.37725","21.46354","21.04433","21.25393","21.11471","71.85498","114.3849","1.964134","1.964134","0","21.41524","11.9625",
"01.01.2002 18:00:00","-0.008884","0","0.9091754","-18.00059","0","34.91007","-0.3808116","4.471636","29.23575","42.61923","21.11471","43.60799","0","0.1113997","-45.85051","21.24376","20.91609","21.07993","21.11471","71.85498","121.5233","5.260748","5.260748","0","28.55366","11.45",
"01.01.2002 19:00:00","-0.288921","0","0.7834652","-19.37285","0","35.03973","-0.3673373","0","29.23575","76.17538","21.11471","35.01497","0","0","-41.69604","21.41933","20.93307","21.1762","21.11471","105.4111","152.2322","0","0","0","25.70634","11.1125",
"01.01.2002 20:00:00","-1.720444","0","0.3864763","-19.28697","0","35.11549","-0.3769182","0.79247","2.923575","62.58075","13.80577","8.311406","0","0","-9.898418","21.26516","20.82693","21.04605","13.80577","65.50433","96.47447","0.932318","0.932318","0","17.16438","10.8125",
"01.01.2002 21:00:00","-2.421906","0","0.3890702","-19.12288","0","34.90104","-0.4204234","3.313535","2.923575","62.58075","7.308938","8.348629","0","0.700982","-8.253105","21.01336","20.73015","20.87176","7.308936","65.50433","89.97764","3.898277","3.898277","0","17.16438","10.5125",
"01.01.2002 22:00:00","-2.857648","0","0.4245188","-19.3818","0","34.37812","-0.4524498","4.756876","2.923575","62.58075","7.308938","10.48788","0","1.150292","-10.26062","20.86786","20.65225","20.76006","7.308936","65.50433","94.26873","5.596325","5.596325","0","21.45547","10.2125",
"01.01.2002 23:00:00","-2.941183","0","0.4246765","-19.50422","0","33.91143","-0.510253","26.7146","2.923575","1.510514","7.308938","10.61684","0","15.02703","-2.141303","20.56019","20.43317","20.49668","7.308936","4.434089","33.19849","31.42894","31.42894","0","21.45547","9.9125",
"02.01.2002","-2.33068","0","0.4166056","-18.3412","0","34.44315","-0.6151919","0","2.923575","1.510514","2.111471","11.05689","0","0","-13.05009","19.74456","20.22115","19.98286","2.111472","4.434089","28.00103","0","0","0","21.45547","9.6125",
"02.01.2002 01:00:00","-1.948977","0","0.4117442","-17.83064","0","34.61179","-0.733363","0","0","0","2.111471","11.40105","0","0","-12.74164","19.12596","20.01006","19.56801","2.111472","0","23.56694","0","0","0","21.45547","9.1875",
"02.01.2002 02:00:00","-2.142908","0","0.4149027","-18.45286","0","33.93823","-0.7929175","0","0","0","2.111471","11.53506","0","0","-13.08526","18.87778","19.84205","19.35991","2.111472","0","23.56694","0","0","0","21.45547","8.6875",
"02.01.2002 03:00:00","-2.411394","0","0.4192049","-19.25548","0","33.3162","-0.8356222","0","0","0","2.111471","11.61486","0","0","-13.5002","18.68476","19.7076","19.19618","2.111472","0","23.56694","0","0","0","21.45547","8.1875",
"02.01.2002 04:00:00","-2.658543","0","0.4218843","-19.77159","0","32.99231","-0.8707577","0","0","0","2.111471","11.67892","0","0","-13.80003","18.52558","19.59104","19.05831","2.111472","0","23.56694","0","0","0","21.45547","7.8125",
"02.01.2002 05:00:00","-2.873746","0","0.4238119","-20.15151","0","32.89874","-0.8994731","0","0","0","2.111471","11.73025","0","0","-14.03596","18.39267","19.48755","18.94011","2.111472","0","23.56694","0","0","0","21.45547","7.5125",
"02.01.2002 06:00:00","-6.177961","0","0.4559485","-24.99795","0","29.73228","-0.7474657","62.13204","0","0","2.111471","10.93392","0","46.1851","-3.301607","20.08829","19.52025","19.80427","2.111472","0","23.56694","73.09652","73.09652","0","21.45547","7.2125",
"02.01.2002 07:00:00","-1.53507","0","0.4308403","-30.87585","0","28.37737","-0.6077074","56.95178","0","61.07024","7.308938","8.522687","0","46.87712","-5.728019","20.82354","19.77652","20.30003","7.308936","61.07024","85.54355","67.00208","67.00208","0","17.16438","6.975",
"02.01.2002 08:00:00","-1.468306","0","0.5356276","-31.70844","0","28.61251","-0.5703779","34.05507","29.23575","42.61923","21.11471","15.81405","0","13.42337","-3.581055","20.81451","19.93806","20.37628","21.11471","71.85498","108.6903","40.0648","40.0648","0","15.7206","6.775",
"02.01.2002 09:00:00","-1.433461","0","0.6386292","-32.02354","0","28.97268","-0.5644738","42.85075","29.23575","42.61923","14.61788","23.11227","3.358386","18.51724","-10.09403","20.80001","20.01202","20.40601","14.61787","71.85498","100.7497","50.41265","50.41265","0","14.27683","6.7",
"02.01.2002 10:00:00","-1.41835","0","0.6352968","-31.21923","0","29.27679","-0.5505289","37.85213","29.23575","42.61923","14.61788","23.11259","17.46547","16.87994","-12.99098","20.8","20.14363","20.47182","14.61787","71.85498","100.7497","44.53192","44.53192","0","14.27683","6.8875",
"02.01.2002 11:00:00","-1.409652","0","0.6299695","-29.82139","0","30.02105","-0.5318341","30.90805","29.23575","42.61923","14.61788","23.11186","29.87593","14.631","-16.78212","20.80541","20.29198","20.54869","14.61787","71.85498","100.7497","36.36242","36.36242","0","14.27683","7.25",
