H1,H2,H3,H4,H5,H6,H7,H8,H9,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,I1,I2,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,P1,P2,S1
977.8903088002,904.7892363534,727.2647269686,611.0800096151,1256.7486350871,320.4947498396,291.5218240659,281.4237630697,344.5947840065,577.4844745522,1036.7483750008,857.0901041024,849.7415589793,483.4099921717,316.6078638022,340.7435503797,205.8510360682,1523.0203222954,430.2737713994,164.1412193658,866.0109454996,649.3712369928,696.8612884279,111.4169384054,176.1060174429,176.1879479007,491.0839009638,429.3631892659,567.1579609567,188.7716469072,549.3356782754,196.6062249155,1122.6975896461
735.2736828354,679.942821263,546.3194380426,459.3120440462,941.5199795792,239.3607245798,219.1890940182,208.8858912734,253.1919140554,434.5827610057,779.8523807138,644.4470547133,634.3808994486,362.2929335894,236.5847205658,254.9095589146,154.2365170931,1138.6494248612,317.2716538438,122.1788457725,649.6220759847,486.6208827166,519.0204731253,82.0959784226,132.3877860894,132.405604287,369.2028809376,323.0736142407,427.3056399097,140.3060930533,408.2022210644,148.6093557883,844.6991401106
462.742058156,418.8390931308,341.0186894128,289.2122017798,586.806404179,145.84373314,133.2686769467,128.4401464528,154.4522070336,273.122432277,490.452640645,405.8369780909,392.2731369701,226.6061699619,145.9640441543,155.7751694251,93.8255372382,658.2088983338,195.1677518381,76.336246924,404.2312758387,304.9996414321,316.4623876372,51.1227504794,83.4256289854,83.3980929186,232.3924910752,203.4336399469,269.3799293494,87.0287608422,242.2551961642,93.7766365687,531.57883569
207.5846881175,168.2241271553,145.573791421,129.5248864515,263.1797426552,57.7749249274,56.985579056,55.3917768359,69.2374966231,122.5579894302,219.8216235275,181.7730774642,176.3021792051,102.1389719151,62.3643666044,61.1101272057,32.754883061,260.4131531674,89.0922311507,34.5628150392,182.0191709393,136.9650399583,139.7870310301,22.8209938628,37.1039147455,37.4340393218,104.2894587508,91.0335977242,120.6451631616,39.9998126086,93.1846857318,39.4854662199,236.3816523527
9.7963819363,9.0718865239,7.2904619021,6.1210017658,12.7627671998,3.372314689,3.0643278389,2.9423091107,3.527626541,5.7959859384,10.3878682253,8.5840438253,8.7587386365,4.9363380685,3.2072153417,3.4745435469,2.0663951414,13.683331009,4.4663485978,1.6834289808,8.8096466892,6.5855255054,6.9826390833,1.1501208466,1.7640001747,1.7640000773,4.9190374056,4.3007998925,5.6716805779,1.9502258698,5.6448006485,2.0159939957,11.2458445344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8981909682,4.5359432392,3.645230951,3.0605008829,6.3813835999,1.6861573445,1.5321639194,1.4777108674,1.7790955342,2.8979929692,5.1939341126,4.2920219126,4.3793692574,2.470481202,1.6166102837,1.7387283194,1.0331975707,7.4294245816,2.2391383358,0.8417144904,4.4048233446,3.2927627527,3.5406919218,0.5750604233,0.8820000874,0.8820000386,2.4595187016,2.1503999462,2.835840289,0.9751129349,2.8224003242,1.0079969978,5.6229222672
101.2292800086,93.2938699773,75.4822062327,63.2503515795,131.0190383281,33.9955262013,30.6856412632,29.5600668731,35.4015870309,59.480636689,107.3413049946,88.7017861946,89.8133620812,50.6984057569,32.817625909,35.2759759335,21.1293103414,143.231711616,44.953872166,17.3198647524,90.5454153796,67.5945393866,71.4204044159,11.5772958297,18.1379188178,18.2256932872,50.8300531883,44.441598889,57.2287248702,20.1897399234,57.7787888563,20.3345395148,116.2070601888
217.1531329218,200.0380885682,161.9673224495,135.6822058077,280.9728703538,72.9718722846,65.8552278821,63.4383408938,75.9740195553,127.4555514775,230.2296221568,190.1359132025,192.8168305457,108.3226744236,70.2933105504,75.6659104813,45.4226132489,311.721573511,96.5017001278,37.1944727454,194.3391109009,145.1799257003,153.5464297293,24.866744257,38.8080038438,38.9384840438,108.7132465374,94.8396832684,123.3210393246,43.1855166389,124.1361594424,43.7361958152,248.8488117657
328.158267019,302.6830630178,244.7058118557,205.053559153,425.0923093614,110.5804925131,99.7415421671,96.134359692,115.2221334628,192.792758615,347.6559316367,287.1250696838,291.7846883622,163.9440503047,106.5115088509,114.5913550841,68.7751183862,477.3110666346,146.2951448874,56.239057448,293.8134213923,219.5411762846,232.477346537,37.6843459362,58.800005824,58.9288932618,164.2441816166,143.4697879328,187.7705253704,65.3817436143,188.0687410274,66.162487711,375.8938607071
484.242467977,447.3768254061,361.6907834282,302.6538248076,628.3789019289,163.4436613768,147.3764627608,142.212719479,170.5120859562,285.0339212885,513.1717189749,423.940603861,431.0314851102,242.5684789601,157.5297370399,169.4628903957,101.7775207882,716.9426230506,216.4070446983,83.047385302,434.0623676675,323.9995935473,344.1000127247,55.761514359,87.0240086195,87.1282324763,242.6725119814,212.1727946957,277.7101552736,96.6582098462,277.9927623491,97.7630775397,555.0375676787
574.3384527009,531.0457658948,429.3404983549,358.7791814891,745.1469089501,193.3073760324,174.4542338325,168.1081596359,201.6277135578,337.4601998068,609.0753118654,502.5212154962,511.4568489493,287.8159843513,186.2537969398,200.4981803306,120.3801170432,909.8693968801,255.9681921899,98.2221345028,514.9018106831,384.4620246779,409.2011359554,65.9995002218,103.0648703818,102.9670435237,287.4741408562,251.6679608643,328.9902875101,114.1948394614,329.8231878609,115.0335977314,658.9079095346
650.6379672867,602.8301474143,486.5908502549,406.9266195506,845.3642389651,219.796879213,198.3868040532,191.2310551486,229.7481698848,382.6623665351,690.7756085591,570.2353602154,579.8333740918,326.593916189,211.6829253868,227.9380540875,136.7231186322,1043.8430526026,291.089830304,111.4366471546,583.6513464028,436.5003035165,464.7815219146,74.9551179894,116.9326097727,116.8203123702,326.8528535237,285.3796860639,373.912905375,129.552478832,373.9502745815,130.4246686266,747.4826769822
667.415955971,617.1614599976,498.6727946032,417.3012765846,866.7200398791,225.7194029177,203.6473571104,196.408905154,235.7560164142,392.0656283477,707.3828956645,584.8762494848,594.4578159524,334.630602899,217.3803149095,234.019887635,140.274630207,1064.6819551278,299.1718149633,114.310251841,597.9326683911,447.8780878953,476.783458335,77.0172973125,119.8277327884,119.9626195135,335.1293123809,292.9837508136,384.029363741,132.8970402234,383.5453109068,134.0114908418,765.9904245924
622.7201110032,573.8911425392,463.5964705266,388.2172245246,805.8250490707,210.1798071027,189.4020317,182.7809713962,219.7222553277,364.1337238006,658.7040488756,544.0517006282,553.7680270248,311.0324570713,202.2217772848,218.0278112337,130.5732130175,991.798111309,278.363208709,106.585966452,556.4863350048,416.7603039309,443.7449154639,71.7304386775,111.6820332365,111.9609438668,312.2172337848,273.0106723938,357.4689899334,123.71170539,356.0244078104,125.2456074979,713.5066008605
550.3898380669,508.6513089082,410.7989539298,343.7962658435,714.6917130147,186.163778589,167.7903980872,161.9366013423,194.6408910561,323.9143683244,583.3847253175,482.1426067444,490.3926030173,275.7864039448,179.2936346029,193.0526693665,115.676127938,824.498168312,246.796475431,94.5814289325,493.3638240683,368.5295895025,391.7164654497,63.568822277,99.007071389,99.2025886701,276.2859342611,241.561593961,316.799864206,109.8348901563,315.2685233897,111.4234395131,631.5754727778
452.2713184976,417.9642959695,337.4885315917,282.5862481859,587.2309180847,152.8023169658,137.657611859,132.9232093174,159.8481047128,266.2420814144,479.5044734357,396.2966899338,402.7763134342,226.6918657769,147.2476881708,158.4924616022,94.9281768126,671.621096823,202.7768577055,77.5211344404,405.3652740661,302.7647738545,321.6315525612,52.1959925995,81.3802991809,81.5334369595,227.095560213,198.5535950362,260.5229703922,90.2841535719,258.5889530493,91.6452445334,519.1831560048
344.4580509003,318.0311099355,256.7288955078,215.2552287626,446.5541851249,116.0589336413,104.5730531642,100.924264709,121.280478433,202.534887861,365.1550121946,301.7994736686,306.3627783518,172.2697596004,111.942350389,120.3750526339,72.013030726,505.0532796613,154.0165756982,59.00043303,308.5307442907,230.376521223,244.1945631496,39.6261543194,61.8915235249,61.9866449126,172.9861487569,151.2447962189,197.9292000846,68.6765612434,196.0914039683,69.6729276762,395.1014326168
222.0513238899,204.8753190401,165.372527693,138.7427066906,288.085924863,74.7447377292,67.3097160232,65.0166240713,78.0858804628,130.7055474738,235.4415833582,194.5716600397,197.5145376782,111.2684548315,72.1230614916,77.5345665226,46.2743711965,320.7610708277,99.2543789048,38.0459074234,198.8900855184,148.5382356914,157.1062811909,25.5581929137,39.9840039603,39.9949624441,111.498181192,97.4847975629,127.8769915674,44.3028994576,125.9989175133,44.9082445885,254.9058094464
88.1674374269,81.6309853038,65.7746864432,55.0890158918,114.7666902945,29.8119643287,26.8570663396,25.9268895273,31.1273521502,51.9848096141,93.4908140275,77.2563944275,78.7367872967,44.2442688195,28.7096718558,30.9238982321,18.4306766924,126.6693497563,39.5675927612,15.1508608272,79.187650118,59.1498910307,62.5225452594,10.1990952414,15.8760015725,15.8760006955,44.2713366489,38.7071990323,50.764330731,17.653443603,50.3086196049,17.8639138804,101.2126008096
3.2654606454,3.0239621595,2.4301539674,2.0403339219,4.2542557333,1.1241048963,1.021442613,0.9851405782,1.1860636894,1.9319953128,3.4626227418,2.8613479418,2.9195795049,1.646987468,1.078517011,1.159152213,0.6887983805,5.1895771648,1.4927588906,0.5611429936,2.9365488964,2.1951751685,2.3677437829,0.3833736155,0.5880000582,0.5880000258,1.6396791344,1.4335999642,1.8905601926,0.6500752899,1.8816002162,0.6719979986,3.7486148448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2654606454,3.0239621595,2.4301539674,2.0403339219,4.2542557333,1.1241048963,1.021442613,0.9851405782,1.1860636894,1.9319953128,3.4626227418,2.8613479418,2.9195795049,1.646987468,1.078517011,1.159152213,0.6887983805,5.1895771648,1.4927588906,0.5611429936,2.9365488964,2.1951751685,2.3677437829,0.3833736155,0.5880000582,0.5880000258,1.6396791344,1.4335999642,1.8905601926,0.6500752899,1.8816002162,0.6719979986,3.7486148448
78.3710554906,72.5720682171,58.6235386934,48.9680141261,102.1439274554,26.5464918746,23.9711568572,23.0947765457,27.6992338689,46.2608367469,83.1029458022,68.6723506022,70.0824143867,39.36499154,25.5657685326,27.5083517923,16.5003612323,112.3806269432,35.1824764833,13.4674318464,70.4515340329,52.6478043991,55.6528500618,9.0693667725,14.1120013978,14.1120006182,39.3522992427,34.4063991398,45.03736874,15.7007741156,45.1861473532,15.8639527889,89.9667562752
270.7392991856,249.4765780554,201.713216031,168.6598975152,348.6587322663,89.7757815041,81.168093211,78.173762142,92.6170772184,158.7446827708,287.071224841,236.4172606102,238.345476967,134.4546939546,87.3669688175,93.515917194,56.4579472985,390.9069668762,117.8032685452,46.201051745,241.1057366454,181.2163574127,190.9028288983,30.6152981467,48.4254528839,48.6120454109,135.4494618552,118.2719970432,148.9905041251,53.8569177255,154.16200373,54.3207551348,310.1016786851
372.957647991,343.8080870446,277.9936571423,232.4395223125,482.2278389583,124.9099202333,112.6326252257,108.5137795672,129.3125295902,218.4446753507,394.5448338418,326.043885641,330.8056087346,186.2414286219,121.0203333242,129.3892929179,77.8577369573,558.8907288502,164.4589607864,63.7749516309,333.4299833246,249.9794912524,264.3620959683,42.6497131469,66.896538249,67.0609805555,186.923421384,163.4303959142,211.287198967,74.1306219321,214.0293792767,74.8167896218,427.1076358623
194.2949084037,179.6171206247,145.1434393024,121.3998683542,252.6022749068,65.7526064042,59.2820941216,57.1604329162,68.588614029,114.4798090156,206.0260531347,170.2502025347,173.3886519762,97.5447184796,63.2798256513,68.1314602416,40.7891841465,281.4526361769,87.1131269215,33.3487959857,174.3507375433,130.1565276978,137.924720785,22.4152033157,34.9860034653,35.0102304468,97.5609085388,85.2991978675,111.7989024314,38.8727977803,111.514191875,39.3126190436,223.0425832656
394.128146725,364.1439182868,294.3988384954,246.3366555754,511.7742021689,133.2080693882,120.1495764633,115.8938498861,139.1388941656,232.0381926173,417.5845612831,345.162236221,351.2624395776,197.4732797778,128.2823888506,138.0974200133,82.8142853742,580.1274145895,176.4894704334,67.7093754053,353.1230988118,263.877301907,280.0853034465,45.4507417297,70.8540070179,70.9574106545,197.5813357732,172.7487956813,226.5285354752,78.718497774,226.2300520822,79.6479285039,451.7080887984
922.6225984422,855.6403963288,689.4265851486,577.2380029444,1196.8249837578,310.5282375793,281.3692469846,271.5775624817,327.1606217656,544.0278405111,979.4318041799,809.0347334126,820.051384079,462.147147401,300.9524808175,324.1867112943,194.2741831302,1474.9379540599,411.541451907,157.3481793582,825.8069813822,618.1177681358,662.1075886415,106.3143193,165.8885831988,165.748302697,463.6537758929,404.8738145984,531.8597727184,183.0801947666,528.0245866986,183.7169995293,1060.2417265115
995.0726426889,920.8880300011,742.8039964744,622.0737086172,1290.9397489374,336.1175601067,304.3962544538,293.5993619121,352.3022898237,586.2484795922,1054.8169848059,872.144104258,884.9219141379,499.1274230376,325.3270000568,350.1234656192,209.5750272846,1516.7118315311,445.1817278216,170.0786801801,890.9376809184,667.407353041,714.2547540173,115.219468793,178.8486230423,178.9717202129,500.0012137376,437.1639824703,574.2300470603,197.2861735219,571.228752416,198.4896399993,1142.1127289314
999.5421642679,922.7730046283,743.5553472026,623.6342915858,1292.7696969751,336.4801131474,304.4794810462,294.1231958868,354.0027594191,586.565887726,1058.3101668703,873.872804429,886.5585976277,498.8664440155,325.578622908,351.0037909493,210.1899058991,1516.4061843902,444.9760872598,169.6850964418,891.4068162502,667.9840308809,715.9884589502,115.1008950022,179.5528464554,179.7988569434,501.4930436876,438.1459414248,575.8243277982,196.8691078732,570.8946802563,199.6048987486,1145.4900356195
998.3081428723,922.4295432708,742.6135257106,623.2164429837,1289.9339202523,332.5351705088,302.0914363869,291.5982584693,352.5469137714,587.4553582974,1057.6643295299,874.2677160269,879.0956292866,497.0147212962,325.2389994448,350.0186089366,210.1871058386,1594.9259348663,442.1777991417,169.8167859086,889.6895671698,666.2623684371,713.6961056697,115.0715406114,179.5608692976,179.8535921157,501.3341354973,437.9358294786,576.674643561,195.3052583401,566.8200394125,199.6314085735,1145.0261049864
903.5770132861,835.5112155675,672.0017661918,564.6214835425,1162.4179904098,296.7373981107,269.7182108846,260.3655413839,318.3571963012,533.0146538472,958.0896496186,792.1696263891,787.0812555096,447.1365300606,292.6167849377,314.9011602302,189.9969133496,1416.017817261,398.2666344888,151.9745516705,801.7148379575,600.3029211827,643.5212838947,103.0777162094,162.5906070757,162.815822661,453.3903207847,396.4855613359,523.6974125471,175.14017094,507.9602089901,181.6712014891,1037.1382723402
689.1306012847,637.0448325092,511.6696435889,430.6729138964,883.4338404903,224.7051352627,205.3308544269,196.0435728882,237.578773133,406.812354256,730.9044971872,604.3099674942,596.052925134,339.8268602686,221.8250869425,238.7921239967,144.2086206467,1065.7242937589,298.3864495814,114.8739559716,609.7397750135,456.6500826692,486.1276225562,77.1148658241,124.0892153648,124.0643004244,346.1443491669,302.7974397062,400.2079287472,132.0881233857,382.4648022367,139.1454026105,791.0090426045
541.6344478647,489.5377676574,399.1323012219,338.203497445,686.5750276201,170.4029154341,155.9196497096,150.1354710677,180.6304629825,319.8640372833,573.9638310101,474.8165868712,458.5684649373,265.2483035087,170.55176705,182.1678190427,109.6925392976,771.3248752317,228.3438770004,89.1800956222,472.601259624,356.8522242606,370.0663558508,59.8146756598,97.6180802884,97.6117765689,271.8855338175,237.929060684,315.3782806042,101.6387010066,282.6034034662,109.7133633344,621.5846839406
238.3579798466,188.1654387094,165.3023114663,148.8717411194,300.6922606834,63.7629323845,64.6110326271,62.6538071141,79.3190494673,140.7296324638,252.2140524456,208.8352906024,200.8729048094,117.2333369508,70.4012765635,67.6051010494,35.4120768366,296.0364491711,101.932529771,39.5861695897,207.6719206168,156.9382776724,159.7977259519,25.9723853368,42.6899152988,42.9839972212,119.6965769356,104.6527973837,138.7217777182,45.710680881,103.4672078485,44.7476204739,271.387288205
29.389145809,27.1996662017,21.8457929732,18.3630052973,38.0709726516,9.5823191464,8.7549270446,8.4683205774,10.1543611971,17.1693041811,31.1636046758,25.7521314758,26.0793463129,14.7077281691,9.4637475979,10.1702018219,6.0138258902,41.4209342893,12.9062778639,5.0502869424,26.333813274,19.636178011,20.5449731071,3.3178665951,5.2920005242,5.2920002318,14.7571122169,12.9023996774,16.7280602994,5.8506776093,16.4051620723,5.7653828417,33.7375336032
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2654606454,3.0239621595,2.4301539674,2.0403339219,4.2542557333,1.1241048963,1.021442613,0.9851405782,1.1860636894,1.9319953128,3.4626227418,2.8613479418,2.9195795049,1.646987468,1.078517011,1.159152213,0.6887983805,5.1895771648,1.4927588906,0.5611429936,2.9365488964,2.1951751685,2.3677437829,0.3833736155,0.5880000582,0.5880000258,1.6396791344,1.4335999642,1.8905601926,0.6500752899,1.8816002162,0.6719979986,3.7486148448
114.2911225904,104.9691195657,84.912222113,71.1742042939,146.1842465714,37.6293316829,34.1581160329,32.7123493211,38.5141473679,66.6860636904,121.1913321573,99.9875425741,99.9918964571,56.5640588094,36.4562652882,39.0869310401,23.6739443562,151.6529577976,48.8790389231,19.3839410229,101.5379377666,76.2435567342,79.7149674188,12.6668556308,19.8355870709,20.3986634124,57.3887697331,49.624369503,59.2406960589,22.540598075,64.3720235956,22.6412669627,130.6770353263
275.8879883144,254.1674769432,205.5149646239,171.9304750117,355.6450984111,91.6073938377,82.7831540754,79.7677121909,94.4939433743,161.7849524637,292.435222427,241.2058852526,243.1176136952,137.080154699,89.054583366,95.3359473276,57.539304639,398.6166672611,120.2216624465,47.0921185207,245.9366086875,184.6831102514,194.614987933,31.2270462902,49.3130125342,49.5295638678,138.1926332005,120.5692624808,152.1321343231,54.8763146238,157.2454880287,55.3589137601,315.9721156822
449.6381585758,414.6218054582,335.2138022061,280.3663599352,580.9299960134,150.2583288595,135.6726612399,130.6902898868,156.0038609091,263.6769287846,475.8283419282,393.2604815563,397.8027793434,224.062643691,145.8528239862,156.0340291905,94.0545788006,674.5541780684,197.8960834782,76.722795114,401.3251838045,300.7242958597,318.7740840698,51.3311557948,80.5162501332,80.8792157561,225.4368410357,197.119995072,255.2215563094,89.4085796066,257.7268202247,90.3313771455,515.0819514954
606.3784055728,560.3511682481,452.4558826894,378.629540912,785.2200200735,203.0646904093,183.219360945,176.9516741748,211.9532603944,356.6002416682,642.5074063626,530.4879343859,537.7631924616,303.4693531626,196.5950590419,211.054860921,127.2440208508,938.8392810546,268.5638569074,103.381783092,542.2799275101,404.927913516,431.3504635658,69.5656875021,108.8508166413,108.8927970491,303.1289600933,265.593096015,347.0799230321,120.5416814834,347.0791505994,121.5913077798,695.2749815698
700.0740785954,647.8722885912,523.2148863659,437.3354487292,907.73013863,235.1608396256,212.5051435534,204.9751625499,246.2189280034,411.8028076484,742.3851674596,612.6805594358,622.5156538772,350.2595634289,227.1601437577,244.5371468859,146.9229345881,1109.9361961106,311.6233960622,119.311860229,626.980701,468.408402042,499.3475951867,80.4696463424,125.6052973773,125.5677777351,350.5312222105,306.8335796786,401.6334650205,139.1755222637,401.7342106831,140.2176085481,803.2543178526
749.015701826,694.0024896569,560.287909981,468.6639775283,972.7321795861,252.821965555,228.4066429299,220.2673473431,264.7898918414,440.770746117,795.0053662538,656.8105449254,666.9306109285,375.6011374018,243.9626851799,262.6353435804,157.520909635,1200.4982590211,334.8737707599,128.1215292118,671.7167581618,502.5277246198,535.7481571613,86.3095697453,134.6191841742,134.5159569219,376.2241741604,328.6750953982,430.8731906702,149.0123190937,430.0756191872,149.9099741451,860.4810318658
795.314297269,735.7955503091,593.93687969,497.1935957335,1032.4398135206,268.9064775225,242.8797485548,234.2865137866,281.1673379581,467.6144650397,843.0812823356,696.7902003132,708.0904593337,398.9776189151,259.3352200656,279.2412856246,167.3091266353,1249.1945166098,356.3256695454,136.2649636057,712.5857186897,533.8727279155,569.1482144678,91.8941691937,142.8879109157,142.9873338964,399.4451506181,349.3257829102,458.1092441055,158.2525230059,456.9769039517,159.3942884184,912.7341048924
783.8603553194,722.3382853611,582.9359032918,488.6599742998,1013.4809214891,264.1526354572,238.3987248205,230.1700428843,276.7928065969,458.4786614251,829.031309979,684.5826725108,696.1452543855,391.0590442007,254.4765474345,274.6699484508,164.40889346,1226.9848336833,349.7213106632,133.6715065112,699.3844483329,524.2318479485,559.0692513039,90.1911072182,140.5172101715,140.9103230276,393.1641044469,343.5177074616,450.0632728726,155.0955803141,447.62762667,157.3193500855,897.6657854819
692.887904343,639.0453023199,515.6811807084,432.247289185,896.9020958688,233.3092839297,210.4657058902,203.2326335889,244.710020207,406.2604106131,733.5086191686,606.5443642933,614.9620113176,345.7645004822,225.5244567044,242.6826922918,145.4546180965,1105.9078004822,309.3251257712,118.7434493829,619.334424477,463.4578628512,494.0499389196,79.9590431819,124.5193453678,124.798856369,347.6119766326,303.6985265832,398.6222670175,137.4685315349,395.1275761216,139.7166990436,794.3719708226
564.4506204982,521.0511996907,420.2384608755,352.821773444,730.5376917367,189.0974338842,170.5219421114,164.9534367202,199.0290842926,331.5622241954,598.3902628138,494.6781530342,500.33009332,281.6422807022,183.585688188,197.1764863253,118.090282427,885.7294675393,251.8499258677,96.5173485209,504.7807977258,377.176503592,402.0505340443,64.9938182365,101.4760611099,101.761945483,283.1743184311,247.6180972278,325.2946849953,112.1203870377,320.0735575705,114.0918838595,647.5435496466
473.2596253336,437.4567109742,351.8399033968,296.0240480837,613.2019088093,157.8603301862,142.39014328,137.55379911,165.7086396067,278.7593119948,502.3045587185,415.2230498388,418.8105954948,235.8555396445,153.4259117793,164.7152042906,98.3301687654,724.3844625909,210.6598002275,80.6574669253,423.6151380405,316.3340608271,335.2605990798,54.1652383922,85.0684729698,85.1851870178,237.9081827838,208.0991669014,273.3149150329,93.5997414867,265.6962724091,95.6739611167,543.6118548353
270.7872123236,248.2327543881,199.4636322638,168.8835596045,349.920566165,89.5962883183,80.481792622,78.1277106775,93.7312863346,159.1719588458,286.9102932108,237.4349097086,238.8375809634,134.8979767738,87.5274086501,93.1260206654,54.9605105011,395.4433219055,120.171541014,46.1779154385,241.7457365873,180.8590809782,189.4378494932,31.0285967365,48.8040048339,48.7060395069,135.9399999269,118.9221525688,156.20457601,53.6690305945,148.1514855414,54.4807834631,310.4901716101
113.4448191223,99.853045662,81.7270414419,70.8967650692,145.8914586965,35.4924683686,32.7581494503,31.8759315717,38.6054396403,66.7067429991,120.2038771114,99.5252228611,99.4063949283,56.268774613,35.7967251146,36.9669610666,20.9562707614,155.4550394617,49.8601636014,19.4204713018,101.2503709913,75.4524262414,78.3281979805,12.8761562518,20.2860020093,20.3733630626,56.8190193976,49.4591987635,65.1938454367,22.4257254368,58.1091760956,22.1704286143,129.4587079195
3.2654606454,3.0239621595,2.4301539674,2.0403339219,4.2542557333,1.1241048963,1.021442613,0.9851405782,1.1860636894,1.9319953128,3.4626227418,2.8613479418,2.9195795049,1.646987468,1.078517011,1.159152213,0.6887983805,5.1895771648,1.4927588906,0.5611429936,2.9365488964,2.1951751685,2.3677437829,0.3833736155,0.5880000582,0.5880000258,1.6396791344,1.4335999642,1.8905601926,0.6500752899,1.8816002162,0.6719979986,3.7486148448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
